,team,spi,off,def,date
0,Man City,94.1,3.1,0.3,2018-12-05
1,Liverpool,90.3,2.7,0.3,2018-12-05
2,Tottenham,84.0,2.5,0.6,2018-12-05
3,Chelsea,86.2,2.5,0.4,2018-12-05
4,Arsenal,82.6,2.5,0.7,2018-12-05
5,Man United,78.8,2.2,0.7,2018-12-05
6,Everton,71.2,1.9,0.8,2018-12-05
7,Leicester,70.5,1.9,0.8,2018-12-05
8,Watford,70.5,1.9,0.8,2018-12-05
9,Bournemouth,65.8,2.0,1.1,2018-12-05
10,West Ham,68.5,1.9,0.9,2018-12-05
11,Wolves,68.2,1.7,0.8,2018-12-05
12,Brighton,61.9,1.7,1.0,2018-12-05
13,Crystal Palace,68.9,1.8,0.8,2018-12-05
14,Newcastle,64.0,1.7,0.9,2018-12-05
15,Southamon,66.6,1.8,0.9,2018-12-05
16,Cardiff City,58.6,1.6,1.1,2018-12-05
17,Huddersfield,61.3,1.5,0.8,2018-12-05
18,Fulham,58.8,1.7,1.1,2018-12-05
19,Burnley,55.6,1.6,1.2,2018-12-05
