,team,spi,off,def,date
0,Man City,95.0,3.2,0.2,2018-11-07
1,Liverpool,90.5,2.7,0.3,2018-11-07
2,Chelsea,87.6,2.6,0.4,2018-11-07
3,Tottenham,84.2,2.4,0.5,2018-11-07
4,Arsenal,81.6,2.5,0.7,2018-11-07
5,Man United,79.1,2.3,0.7,2018-11-07
6,Bournemouth,68.7,2.0,0.9,2018-11-07
7,Watford,69.9,1.9,0.8,2018-11-07
8,Leicester,71.2,1.9,0.8,2018-11-07
9,Everton,70.0,1.9,0.8,2018-11-07
10,Wolves,68.3,1.7,0.8,2018-11-07
11,West Ham,67.0,1.8,0.9,2018-11-07
12,Brighton,60.8,1.7,1.0,2018-11-07
13,Crystal Palace,68.0,1.8,0.8,2018-11-07
14,Southamon,66.2,1.8,0.9,2018-11-07
15,Newcastle,64.7,1.6,0.8,2018-11-07
16,Burnley,56.3,1.6,1.1,2018-11-07
17,Huddersfield,59.6,1.4,0.9,2018-11-07
18,Cardiff City,58.7,1.6,1.0,2018-11-07
19,Fulham,57.5,1.7,1.2,2018-11-07
