,team,spi,off,def,date
0,Man City,94.6,3.1,0.2,2019-04-24
1,Liverpool,93.6,2.9,0.2,2019-04-24
2,Tottenham,84.5,2.4,0.5,2019-04-24
3,Chelsea,84.5,2.4,0.5,2019-04-24
4,Arsenal,80.2,2.3,0.7,2019-04-24
5,Man United,76.5,2.2,0.7,2019-04-24
6,Wolves,70.5,1.8,0.7,2019-04-24
7,Watford,68.8,2.0,0.9,2019-04-24
8,Everton,75.0,1.9,0.6,2019-04-24
9,Leicester,72.2,1.9,0.8,2019-04-24
10,Crystal Palace,71.8,2.0,0.8,2019-04-24
11,West Ham,62.9,1.8,1.1,2019-04-24
12,Bournemouth,65.7,1.9,1.0,2019-04-24
13,Newcastle,67.5,1.7,0.8,2019-04-24
14,Burnley,67.1,1.9,0.9,2019-04-24
15,Southamon,68.0,1.9,0.9,2019-04-24
16,Brighton,56.4,1.5,1.0,2019-04-24
17,Cardiff City,58.3,1.6,1.0,2019-04-24
18,Fulham,59.3,1.7,1.1,2019-04-24
19,Huddersfield,51.8,1.4,1.1,2019-04-24
