,team,spi,off,def,date
0,Man City,94.2,3.0,0.2,2019-05-08
1,Liverpool,93.3,3.0,0.3,2019-05-08
2,Chelsea,85.0,2.4,0.5,2019-05-08
3,Tottenham,83.5,2.3,0.5,2019-05-08
4,Arsenal,77.5,2.3,0.8,2019-05-08
5,Man United,76.8,2.2,0.7,2019-05-08
6,Wolves,72.2,1.9,0.7,2019-05-08
7,Everton,76.7,1.9,0.6,2019-05-08
8,Leicester,74.8,2.0,0.7,2019-05-08
9,Watford,67.3,2.0,1.0,2019-05-08
10,West Ham,65.4,1.9,1.0,2019-05-08
11,Crystal Palace,70.3,1.9,0.8,2019-05-08
12,Bournemouth,67.2,2.0,1.0,2019-05-08
13,Newcastle,67.5,1.7,0.8,2019-05-08
14,Burnley,66.1,1.8,0.9,2019-05-08
15,Southamon,66.8,1.9,0.9,2019-05-08
16,Brighton,58.2,1.5,1.0,2019-05-08
17,Cardiff City,58.4,1.6,1.1,2019-05-08
18,Fulham,58.8,1.7,1.1,2019-05-08
19,Huddersfield,50.8,1.4,1.2,2019-05-08
