,team,spi,off,def,date
0,Man City,94.9,3.2,0.2,2018-11-11
1,Liverpool,90.6,2.7,0.3,2018-11-11
2,Chelsea,87.2,2.5,0.4,2018-11-11
3,Tottenham,84.6,2.4,0.5,2018-11-11
4,Arsenal,80.3,2.4,0.7,2018-11-11
5,Man United,79.4,2.3,0.7,2018-11-11
6,Watford,70.1,1.9,0.8,2018-11-11
7,Everton,70.6,1.9,0.8,2018-11-11
8,Bournemouth,68.0,2.0,1.0,2018-11-11
9,Leicester,71.4,1.9,0.8,2018-11-11
10,Wolves,69.8,1.8,0.7,2018-11-11
11,West Ham,67.2,1.8,0.9,2018-11-11
12,Brighton,60.2,1.6,1.0,2018-11-11
13,Crystal Palace,67.8,1.7,0.8,2018-11-11
14,Newcastle,65.1,1.7,0.8,2018-11-11
15,Southamon,66.1,1.8,0.9,2018-11-11
16,Cardiff City,59.4,1.6,1.0,2018-11-11
17,Burnley,56.6,1.6,1.1,2018-11-11
18,Huddersfield,59.3,1.4,0.9,2018-11-11
19,Fulham,57.7,1.7,1.1,2018-11-11
