,team,spi,off,def,date
0,Man City,94.8,3.1,0.2,2019-04-17
1,Liverpool,93.6,2.9,0.2,2019-04-17
2,Tottenham,84.1,2.4,0.5,2019-04-17
3,Arsenal,82.3,2.4,0.6,2019-04-17
4,Chelsea,85.4,2.4,0.5,2019-04-17
5,Man United,78.5,2.3,0.7,2019-04-17
6,Wolves,68.8,1.8,0.8,2019-04-17
7,Watford,68.7,2.0,0.9,2019-04-17
8,Leicester,72.5,1.9,0.8,2019-04-17
9,Everton,73.3,1.9,0.7,2019-04-17
10,West Ham,62.6,1.8,1.1,2019-04-17
11,Bournemouth,67.1,2.0,1.0,2019-04-17
12,Crystal Palace,70.3,1.9,0.8,2019-04-17
13,Southamon,68.1,1.9,0.9,2019-04-17
14,Newcastle,67.5,1.7,0.8,2019-04-17
15,Burnley,66.8,1.9,0.9,2019-04-17
16,Brighton,57.1,1.6,1.1,2019-04-17
17,Cardiff City,58.3,1.6,1.0,2019-04-17
18,Fulham,58.0,1.7,1.2,2019-04-17
19,Huddersfield,51.8,1.4,1.1,2019-04-17
