,team,spi,off,def,date
0,Liverpool,91.7,2.8,0.3,2019-02-13
1,Man City,93.9,3.1,0.3,2019-02-13
2,Tottenham,85.0,2.5,0.5,2019-02-13
3,Chelsea,83.3,2.3,0.5,2019-02-13
4,Arsenal,78.8,2.3,0.7,2019-02-13
5,Man United,78.9,2.3,0.7,2019-02-13
6,Wolves,71.5,1.9,0.7,2019-02-13
7,Watford,69.4,1.9,0.9,2019-02-13
8,Leicester,73.3,1.9,0.7,2019-02-13
9,Bournemouth,65.6,2.0,1.1,2019-02-13
10,West Ham,66.0,1.8,0.9,2019-02-13
11,Everton,69.2,1.8,0.8,2019-02-13
12,Crystal Palace,71.9,1.9,0.7,2019-02-13
13,Newcastle,64.8,1.6,0.8,2019-02-13
14,Brighton,61.4,1.7,1.0,2019-02-13
15,Burnley,62.4,1.7,1.0,2019-02-13
16,Southamon,65.5,1.8,0.9,2019-02-13
17,Cardiff City,58.9,1.6,1.0,2019-02-13
18,Fulham,58.2,1.7,1.2,2019-02-13
19,Huddersfield,56.6,1.4,0.9,2019-02-13
