,team,spi,off,def,date
0,Man City,92.3,2.9,0.3,2018-09-19
1,Liverpool,90.6,2.8,0.3,2018-09-19
2,Chelsea,85.2,2.5,0.5,2018-09-19
3,Tottenham,84.5,2.5,0.5,2018-09-19
4,Arsenal,80.7,2.5,0.8,2018-09-19
5,Man United,82.0,2.3,0.6,2018-09-19
6,Watford,69.6,1.8,0.8,2018-09-19
7,Leicester,70.9,1.9,0.8,2018-09-19
8,Bournemouth,65.7,1.9,1.0,2018-09-19
9,Crystal Palace,68.0,1.9,0.9,2018-09-19
10,Wolves,66.0,1.7,0.8,2018-09-19
11,Southamon,67.0,1.8,0.9,2018-09-19
12,Everton,65.3,1.8,0.9,2018-09-19
13,Brighton,64.0,1.7,1.0,2018-09-19
14,Newcastle,67.2,1.7,0.8,2018-09-19
15,West Ham,63.9,1.8,1.0,2018-09-19
16,Fulham,61.9,1.8,1.1,2018-09-19
17,Cardiff City,59.8,1.6,1.0,2018-09-19
18,Burnley,60.3,1.6,1.0,2018-09-19
19,Huddersfield,58.8,1.5,0.9,2018-09-19
