,team,spi,off,def,date
0,Man City,92.5,2.8,0.2,2018-08-12
1,Liverpool,89.5,2.7,0.4,2018-08-12
2,Tottenham,85.7,2.5,0.5,2018-08-12
3,Chelsea,85.1,2.4,0.5,2018-08-12
4,Man United,81.6,2.2,0.5,2018-08-12
5,Arsenal,81.0,2.5,0.7,2018-08-12
6,Crystal Palace,71.2,1.9,0.8,2018-08-12
7,Leicester,70.9,1.9,0.8,2018-08-12
8,Watford,67.3,1.8,0.8,2018-08-12
9,Everton,67.9,1.8,0.8,2018-08-12
10,Southamon,67.3,1.7,0.8,2018-08-12
11,Newcastle,67.3,1.8,0.8,2018-08-12
12,Bournemouth,63.6,1.8,1.0,2018-08-12
13,Burnley,65.9,1.7,0.8,2018-08-12
14,West Ham,63.4,1.8,1.0,2018-08-12
15,Wolves,62.7,1.7,0.9,2018-08-12
16,Fulham,63.7,1.7,0.9,2018-08-12
17,Brighton,61.9,1.6,0.9,2018-08-12
18,Cardiff City,58.6,1.6,1.0,2018-08-12
19,Huddersfield,59.3,1.5,0.9,2018-08-12
