,team,spi,off,def,date
0,Liverpool,92.8,2.8,0.2,2019-02-27
1,Man City,93.8,3.1,0.3,2019-02-27
2,Tottenham,84.4,2.4,0.5,2019-02-27
3,Chelsea,84.0,2.3,0.5,2019-02-27
4,Arsenal,80.4,2.4,0.7,2019-02-27
5,Man United,79.4,2.3,0.7,2019-02-27
6,Watford,69.4,2.0,0.9,2019-02-27
7,Wolves,70.0,1.8,0.8,2019-02-27
8,Leicester,71.8,1.9,0.8,2019-02-27
9,West Ham,66.6,1.8,0.9,2019-02-27
10,Everton,70.4,1.8,0.8,2019-02-27
11,Bournemouth,65.3,2.0,1.1,2019-02-27
12,Crystal Palace,72.3,1.9,0.7,2019-02-27
13,Newcastle,66.2,1.7,0.8,2019-02-27
14,Burnley,63.8,1.8,1.0,2019-02-27
15,Southamon,65.3,1.8,0.9,2019-02-27
16,Brighton,61.5,1.7,1.0,2019-02-27
17,Cardiff City,56.0,1.5,1.1,2019-02-27
18,Fulham,57.0,1.7,1.2,2019-02-27
19,Huddersfield,55.8,1.4,1.0,2019-02-27
