,team,spi,off,def,date
0,Man City,92.4,2.9,0.3,2018-08-27
1,Liverpool,90.0,2.7,0.4,2018-08-27
2,Tottenham,85.9,2.6,0.5,2018-08-27
3,Chelsea,85.4,2.5,0.5,2018-08-27
4,Arsenal,80.5,2.5,0.8,2018-08-27
5,Man United,80.0,2.2,0.6,2018-08-27
6,Leicester,71.1,1.9,0.8,2018-08-27
7,Watford,69.2,1.8,0.8,2018-08-27
8,Crystal Palace,69.8,1.9,0.8,2018-08-27
9,Everton,67.2,1.8,0.9,2018-08-27
10,Bournemouth,65.3,1.9,1.0,2018-08-27
11,Newcastle,67.0,1.7,0.8,2018-08-27
12,Brighton,63.5,1.7,0.9,2018-08-27
13,Fulham,63.5,1.8,1.0,2018-08-27
14,Southamon,66.8,1.7,0.8,2018-08-27
15,Wolves,63.8,1.7,0.9,2018-08-27
16,West Ham,63.2,1.8,1.0,2018-08-27
17,Burnley,63.2,1.7,0.9,2018-08-27
18,Cardiff City,60.0,1.5,0.9,2018-08-27
19,Huddersfield,57.5,1.5,1.0,2018-08-27
