,team,spi,off,def,date
0,Liverpool,92.6,2.9,0.3,2019-01-20
1,Man City,93.1,3.1,0.3,2019-01-20
2,Tottenham,85.4,2.5,0.5,2019-01-20
3,Chelsea,84.9,2.3,0.4,2019-01-20
4,Arsenal,79.8,2.4,0.7,2019-01-20
5,Man United,79.5,2.3,0.7,2019-01-20
6,Watford,69.8,2.0,0.9,2019-01-20
7,Wolves,68.5,1.8,0.8,2019-01-20
8,Leicester,69.9,1.8,0.8,2019-01-20
9,Everton,71.0,1.9,0.8,2019-01-20
10,West Ham,67.0,1.8,0.9,2019-01-20
11,Bournemouth,65.0,1.9,1.1,2019-01-20
12,Crystal Palace,71.3,1.8,0.7,2019-01-20
13,Brighton,63.0,1.6,0.9,2019-01-20
14,Southamon,67.0,1.8,0.9,2019-01-20
15,Newcastle,64.5,1.6,0.8,2019-01-20
16,Burnley,61.5,1.7,1.0,2019-01-20
17,Cardiff City,56.7,1.5,1.1,2019-01-20
18,Fulham,58.6,1.6,1.1,2019-01-20
19,Huddersfield,58.8,1.4,0.9,2019-01-20
