,team,spi,off,def,date
0,Man City,94.8,3.1,0.2,2019-04-03
1,Liverpool,92.9,2.8,0.2,2019-04-03
2,Arsenal,81.9,2.4,0.6,2019-04-03
3,Tottenham,83.7,2.4,0.5,2019-04-03
4,Chelsea,86.0,2.5,0.5,2019-04-03
5,Man United,79.8,2.4,0.7,2019-04-03
6,Wolves,70.4,1.8,0.7,2019-04-03
7,Watford,69.7,2.0,0.9,2019-04-03
8,Leicester,72.9,1.9,0.7,2019-04-03
9,Everton,72.8,1.9,0.7,2019-04-03
10,West Ham,61.6,1.8,1.1,2019-04-03
11,Bournemouth,65.4,1.9,1.0,2019-04-03
12,Crystal Palace,70.8,1.9,0.8,2019-04-03
13,Newcastle,66.5,1.7,0.8,2019-04-03
14,Southamon,66.9,1.8,0.9,2019-04-03
15,Brighton,61.1,1.6,1.0,2019-04-03
16,Burnley,65.0,1.8,1.0,2019-04-03
17,Cardiff City,57.8,1.6,1.1,2019-04-03
18,Fulham,56.7,1.7,1.2,2019-04-03
19,Huddersfield,53.2,1.4,1.1,2019-04-03
