,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Away,W,3,0,Norwich City,1.6,1.4,50.0,Liverpool
1,2021-08-21,Home,W,2,0,Burnley,2.7,0.9,65.0,Liverpool
2,2021-08-28,Home,D,1,1,Chelsea,2.5,0.6,65.0,Liverpool
3,2021-09-12,Away,W,3,0,Leeds United,4.3,1.2,56.0,Liverpool
5,2021-09-18,Home,W,3,0,Crystal Palace,3.1,0.6,59.0,Liverpool
7,2021-09-25,Away,D,3,3,Brentford,2.8,2.1,67.0,Liverpool
9,2021-10-03,Home,D,2,2,Manchester City,0.9,1.2,49.0,Liverpool
10,2021-10-16,Away,W,5,0,Watford,3.3,0.5,75.0,Liverpool
12,2021-10-24,Away,W,5,0,Manchester Utd,3.4,1.6,62.0,Liverpool
14,2021-10-30,Home,D,2,2,Brighton,1.5,1.0,58.0,Liverpool
16,2021-11-07,Away,L,2,3,West Ham,1.2,1.0,69.0,Liverpool
17,2021-11-20,Home,W,4,0,Arsenal,4.3,0.4,62.0,Liverpool
19,2021-11-27,Home,W,4,0,Southampton,2.9,1.0,64.0,Liverpool
20,2021-12-01,Away,W,4,1,Everton,2.4,0.7,67.0,Liverpool
21,2021-12-04,Away,W,1,0,Wolves,2.7,0.1,66.0,Liverpool
23,2021-12-11,Home,W,1,0,Aston Villa,2.2,0.2,62.0,Liverpool
24,2021-12-16,Home,W,3,1,Newcastle Utd,2.7,0.3,74.0,Liverpool
25,2021-12-19,Away,D,2,2,Tottenham,1.1,3.0,56.0,Liverpool
27,2021-12-28,Away,L,0,1,Leicester City,2.3,0.4,63.0,Liverpool
28,2022-01-02,Away,D,2,2,Chelsea,1.3,1.2,46.0,Liverpool
31,2022-01-16,Home,W,3,0,Brentford,2.7,0.7,68.0,Liverpool
33,2022-01-23,Away,W,3,1,Crystal Palace,1.9,2.2,57.0,Liverpool
35,2022-02-10,Home,W,2,0,Leicester City,1.8,0.5,64.0,Liverpool
36,2022-02-13,Away,W,1,0,Burnley,1.7,1.5,66.0,Liverpool
38,2022-02-19,Home,W,3,1,Norwich City,3.6,0.6,69.0,Liverpool
39,2022-02-23,Home,W,6,0,Leeds United,5.9,0.2,63.0,Liverpool
42,2022-03-05,Home,W,1,0,West Ham,2.4,1.3,68.0,Liverpool
44,2022-03-12,Away,W,2,0,Brighton,2.2,0.5,48.0,Liverpool
45,2022-03-16,Away,W,2,0,Arsenal,0.8,0.5,51.0,Liverpool
47,2022-04-02,Home,W,2,0,Watford,2.2,0.6,73.0,Liverpool
49,2022-04-10,Away,D,2,2,Manchester City,1.3,1.3,45.0,Liverpool
52,2022-04-19,Home,W,4,0,Manchester Utd,2.0,0.1,71.0,Liverpool
53,2022-04-24,Home,W,2,0,Everton,1.7,0.4,82.0,Liverpool
55,2022-04-30,Away,W,1,0,Newcastle Utd,2.3,0.2,64.0,Liverpool
57,2022-05-07,Home,D,1,1,Tottenham,1.3,0.9,64.0,Liverpool
58,2022-05-10,Away,W,2,1,Aston Villa,1.8,1.4,60.0,Liverpool
60,2022-05-17,Away,W,2,1,Southampton,1.3,0.1,70.0,Liverpool
61,2022-05-22,Home,W,3,1,Wolves,2.7,1.3,63.0,Liverpool
