,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Home,W,3,2,Aston Villa,1.2,1.2,38.0,Watford
1,2021-08-21,Away,L,0,2,Brighton,0.5,1.3,44.0,Watford
3,2021-08-29,Away,L,0,1,Tottenham,0.8,1.0,43.0,Watford
4,2021-09-11,Home,L,0,2,Wolves,0.2,2.2,45.0,Watford
5,2021-09-18,Away,W,3,1,Norwich City,2.4,1.0,51.0,Watford
7,2021-09-25,Home,D,1,1,Newcastle Utd,0.9,1.9,53.0,Watford
8,2021-10-02,Away,L,0,1,Leeds United,0.2,1.3,34.0,Watford
9,2021-10-16,Home,L,0,5,Liverpool,0.5,3.3,25.0,Watford
10,2021-10-23,Away,W,5,2,Everton,3.7,1.5,51.0,Watford
11,2021-10-30,Home,L,0,1,Southampton,1.0,1.8,40.0,Watford
12,2021-11-07,Away,L,0,1,Arsenal,0.5,1.6,40.0,Watford
13,2021-11-20,Home,W,4,1,Manchester Utd,2.7,1.4,39.0,Watford
14,2021-11-28,Away,L,2,4,Leicester City,2.8,2.1,44.0,Watford
15,2021-12-01,Home,L,1,2,Chelsea,1.0,0.9,51.0,Watford
16,2021-12-04,Home,L,1,3,Manchester City,0.8,3.1,23.0,Watford
17,2021-12-10,Away,L,1,2,Brentford,0.5,1.6,37.0,Watford
18,2021-12-28,Home,L,1,4,West Ham,1.6,3.6,43.0,Watford
19,2022-01-01,Home,L,0,1,Tottenham,0.3,2.2,26.0,Watford
21,2022-01-15,Away,D,1,1,Newcastle Utd,1.4,1.2,48.0,Watford
22,2022-01-21,Home,L,0,3,Norwich City,1.2,1.1,67.0,Watford
23,2022-02-05,Away,D,0,0,Burnley,0.8,0.6,47.0,Watford
24,2022-02-08,Away,L,0,1,West Ham,0.3,0.8,36.0,Watford
25,2022-02-12,Home,L,0,2,Brighton,0.5,1.6,36.0,Watford
26,2022-02-19,Away,W,1,0,Aston Villa,1.2,1.3,41.0,Watford
27,2022-02-23,Home,L,1,4,Crystal Palace,1.4,1.1,46.0,Watford
28,2022-02-26,Away,D,0,0,Manchester Utd,0.6,2.8,33.0,Watford
29,2022-03-06,Home,L,2,3,Arsenal,1.0,1.0,44.0,Watford
30,2022-03-10,Away,L,0,4,Wolves,0.6,0.7,34.0,Watford
31,2022-03-13,Away,W,2,1,Southampton,1.7,1.4,37.0,Watford
32,2022-04-02,Away,L,0,2,Liverpool,0.6,2.2,27.0,Watford
33,2022-04-09,Home,L,0,3,Leeds United,1.1,0.7,49.0,Watford
34,2022-04-16,Home,L,1,2,Brentford,1.7,1.9,50.0,Watford
35,2022-04-23,Away,L,1,5,Manchester City,0.5,3.6,27.0,Watford
36,2022-04-30,Home,L,1,2,Burnley,1.0,1.6,47.0,Watford
37,2022-05-07,Away,L,0,1,Crystal Palace,0.4,2.2,33.0,Watford
38,2022-05-11,Home,D,0,0,Everton,0.3,0.7,48.0,Watford
39,2022-05-15,Home,L,1,5,Leicester City,1.4,2.5,41.0,Watford
40,2022-05-22,Away,L,1,2,Chelsea,0.6,2.2,29.0,Watford
