,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2021-08-15,Away,L,0,1,Tottenham,1.8,1.0,65.0,Manchester City
2,2021-08-21,Home,W,5,0,Norwich City,2.6,0.1,67.0,Manchester City
3,2021-08-28,Home,W,5,0,Arsenal,4.4,0.2,80.0,Manchester City
4,2021-09-11,Away,W,1,0,Leicester City,2.8,0.6,61.0,Manchester City
6,2021-09-18,Home,D,0,0,Southampton,1.0,0.4,64.0,Manchester City
8,2021-09-25,Away,W,1,0,Chelsea,1.7,0.2,59.0,Manchester City
10,2021-10-03,Away,D,2,2,Liverpool,1.2,0.9,51.0,Manchester City
11,2021-10-16,Home,W,2,0,Burnley,2.1,0.9,70.0,Manchester City
13,2021-10-23,Away,W,4,1,Brighton,3.8,1.3,52.0,Manchester City
15,2021-10-30,Home,L,0,2,Crystal Palace,0.7,0.7,68.0,Manchester City
17,2021-11-06,Away,W,2,0,Manchester Utd,1.6,0.9,67.0,Manchester City
18,2021-11-21,Home,W,3,0,Everton,2.5,0.2,77.0,Manchester City
20,2021-11-28,Home,W,2,1,West Ham,2.1,0.2,68.0,Manchester City
21,2021-12-01,Away,W,2,1,Aston Villa,1.0,0.8,64.0,Manchester City
22,2021-12-04,Away,W,3,1,Watford,3.1,0.8,77.0,Manchester City
24,2021-12-11,Home,W,1,0,Wolves,3.2,0.2,71.0,Manchester City
25,2021-12-14,Home,W,7,0,Leeds United,3.1,0.3,63.0,Manchester City
26,2021-12-19,Away,W,4,0,Newcastle Utd,2.9,0.3,71.0,Manchester City
27,2021-12-26,Home,W,6,3,Leicester City,3.6,2.7,72.0,Manchester City
28,2021-12-29,Away,W,1,0,Brentford,1.1,0.4,76.0,Manchester City
29,2022-01-01,Away,W,2,1,Arsenal,2.0,0.8,71.0,Manchester City
31,2022-01-15,Home,W,1,0,Chelsea,1.0,0.3,56.0,Manchester City
32,2022-01-22,Away,D,1,1,Southampton,1.8,0.8,74.0,Manchester City
34,2022-02-09,Home,W,2,0,Brentford,1.9,0.4,74.0,Manchester City
35,2022-02-12,Away,W,4,0,Norwich City,4.6,0.4,71.0,Manchester City
37,2022-02-19,Home,L,2,3,Tottenham,2.1,1.4,71.0,Manchester City
38,2022-02-26,Away,W,1,0,Everton,1.8,0.5,67.0,Manchester City
40,2022-03-06,Home,W,4,1,Manchester Utd,2.7,0.5,69.0,Manchester City
42,2022-03-14,Away,D,0,0,Crystal Palace,2.8,0.6,73.0,Manchester City
44,2022-04-02,Away,W,2,0,Burnley,1.8,0.1,76.0,Manchester City
46,2022-04-10,Home,D,2,2,Liverpool,1.3,1.3,55.0,Manchester City
49,2022-04-20,Home,W,3,0,Brighton,1.3,0.2,65.0,Manchester City
50,2022-04-23,Home,W,5,1,Watford,3.6,0.5,73.0,Manchester City
52,2022-04-30,Away,W,4,0,Leeds United,2.4,1.3,58.0,Manchester City
54,2022-05-08,Home,W,5,0,Newcastle Utd,3.1,0.8,71.0,Manchester City
55,2022-05-11,Away,W,5,1,Wolves,2.3,0.5,66.0,Manchester City
56,2022-05-15,Away,D,2,2,West Ham,2.4,1.1,78.0,Manchester City
57,2022-05-22,Home,W,3,2,Aston Villa,3.4,0.2,71.0,Manchester City
