,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Home,W,5,1,Leeds United,1.5,0.5,49.0,Manchester Utd
1,2021-08-22,Away,D,1,1,Southampton,1.8,0.7,63.0,Manchester Utd
2,2021-08-29,Away,W,1,0,Wolves,0.6,2.1,56.0,Manchester Utd
3,2021-09-11,Home,W,4,1,Newcastle Utd,2.5,0.4,63.0,Manchester Utd
5,2021-09-19,Away,W,2,1,West Ham,2.0,1.6,60.0,Manchester Utd
7,2021-09-25,Home,L,0,1,Aston Villa,2.2,1.0,59.0,Manchester Utd
9,2021-10-02,Home,D,1,1,Everton,1.0,1.3,72.0,Manchester Utd
10,2021-10-16,Away,L,2,4,Leicester City,1.2,2.4,51.0,Manchester Utd
12,2021-10-24,Home,L,0,5,Liverpool,1.6,3.4,38.0,Manchester Utd
13,2021-10-30,Away,W,3,0,Tottenham,1.5,1.0,42.0,Manchester Utd
15,2021-11-06,Home,L,0,2,Manchester City,0.9,1.6,33.0,Manchester Utd
16,2021-11-20,Away,L,1,4,Watford,1.4,2.7,61.0,Manchester Utd
18,2021-11-28,Away,D,1,1,Chelsea,0.9,2.7,35.0,Manchester Utd
19,2021-12-02,Home,W,3,2,Arsenal,1.9,1.4,44.0,Manchester Utd
20,2021-12-05,Home,W,1,0,Crystal Palace,0.9,0.5,61.0,Manchester Utd
22,2021-12-11,Away,W,1,0,Norwich City,2.0,1.2,52.0,Manchester Utd
23,2021-12-27,Away,D,1,1,Newcastle Utd,1.6,1.3,68.0,Manchester Utd
24,2021-12-30,Home,W,3,1,Burnley,2.4,1.1,57.0,Manchester Utd
25,2022-01-03,Home,L,0,1,Wolves,0.8,0.7,51.0,Manchester Utd
27,2022-01-15,Away,D,2,2,Aston Villa,1.0,1.9,46.0,Manchester Utd
28,2022-01-19,Away,W,3,1,Brentford,2.3,2.3,56.0,Manchester Utd
29,2022-01-22,Home,W,1,0,West Ham,1.9,0.3,57.0,Manchester Utd
31,2022-02-08,Away,D,1,1,Burnley,1.8,0.4,63.0,Manchester Utd
32,2022-02-12,Home,D,1,1,Southampton,2.1,0.8,53.0,Manchester Utd
33,2022-02-15,Home,W,2,0,Brighton,1.7,0.7,50.0,Manchester Utd
34,2022-02-20,Away,W,4,2,Leeds United,2.2,1.8,46.0,Manchester Utd
36,2022-02-26,Home,D,0,0,Watford,2.8,0.6,67.0,Manchester Utd
37,2022-03-06,Away,L,1,4,Manchester City,0.5,2.7,31.0,Manchester Utd
38,2022-03-12,Home,W,3,2,Tottenham,1.0,1.5,43.0,Manchester Utd
40,2022-04-02,Home,D,1,1,Leicester City,0.9,0.8,54.0,Manchester Utd
41,2022-04-09,Away,L,0,1,Everton,0.8,0.4,67.0,Manchester Utd
42,2022-04-16,Home,W,3,2,Norwich City,1.9,1.5,61.0,Manchester Utd
43,2022-04-19,Away,L,0,4,Liverpool,0.1,2.0,29.0,Manchester Utd
44,2022-04-23,Away,L,1,3,Arsenal,1.8,2.3,46.0,Manchester Utd
45,2022-04-28,Home,D,1,1,Chelsea,0.5,1.9,36.0,Manchester Utd
46,2022-05-02,Home,W,3,0,Brentford,2.0,0.6,63.0,Manchester Utd
47,2022-05-07,Away,L,0,4,Brighton,0.9,2.3,58.0,Manchester Utd
48,2022-05-22,Away,L,0,1,Crystal Palace,0.7,0.6,61.0,Manchester Utd
