,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Home,W,3,1,Southampton,2.4,0.8,48.0,Everton
1,2021-08-21,Away,D,2,2,Leeds United,1.8,1.2,31.0,Everton
3,2021-08-28,Away,W,2,0,Brighton,1.4,0.7,35.0,Everton
4,2021-09-13,Home,W,3,1,Burnley,1.4,1.0,52.0,Everton
5,2021-09-18,Away,L,0,3,Aston Villa,0.7,0.8,45.0,Everton
7,2021-09-25,Home,W,2,0,Norwich City,1.9,0.5,47.0,Everton
8,2021-10-02,Away,D,1,1,Manchester Utd,1.3,1.0,28.0,Everton
9,2021-10-17,Home,L,0,1,West Ham,0.9,1.2,39.0,Everton
10,2021-10-23,Home,L,2,5,Watford,1.5,3.7,49.0,Everton
11,2021-11-01,Away,L,1,2,Wolves,1.5,1.7,39.0,Everton
12,2021-11-07,Home,D,0,0,Tottenham,0.6,0.7,45.0,Everton
13,2021-11-21,Away,L,0,3,Manchester City,0.2,2.5,23.0,Everton
14,2021-11-28,Away,L,0,1,Brentford,1.0,1.2,60.0,Everton
15,2021-12-01,Home,L,1,4,Liverpool,0.7,2.4,33.0,Everton
16,2021-12-06,Home,W,2,1,Arsenal,0.9,1.0,37.0,Everton
17,2021-12-12,Away,L,1,3,Crystal Palace,1.0,1.8,39.0,Everton
18,2021-12-16,Away,D,1,1,Chelsea,0.6,2.9,20.0,Everton
19,2022-01-02,Home,L,2,3,Brighton,1.6,1.7,50.0,Everton
21,2022-01-15,Away,L,1,2,Norwich City,0.6,1.0,59.0,Everton
22,2022-01-22,Home,L,0,1,Aston Villa,1.6,0.8,50.0,Everton
24,2022-02-08,Away,L,1,3,Newcastle Utd,0.7,1.9,60.0,Everton
25,2022-02-12,Home,W,3,0,Leeds United,2.7,0.3,42.0,Everton
26,2022-02-19,Away,L,0,2,Southampton,0.3,2.5,45.0,Everton
27,2022-02-26,Home,L,0,1,Manchester City,0.5,1.8,33.0,Everton
29,2022-03-07,Away,L,0,5,Tottenham,0.2,2.5,45.0,Everton
30,2022-03-13,Home,L,0,1,Wolves,0.4,0.8,39.0,Everton
31,2022-03-17,Home,W,1,0,Newcastle Utd,0.7,0.9,39.0,Everton
33,2022-04-03,Away,L,1,2,West Ham,0.7,1.2,45.0,Everton
34,2022-04-06,Away,L,2,3,Burnley,2.4,2.0,48.0,Everton
35,2022-04-09,Home,W,1,0,Manchester Utd,0.4,0.8,33.0,Everton
36,2022-04-20,Home,D,1,1,Leicester City,1.8,0.9,37.0,Everton
37,2022-04-24,Away,L,0,2,Liverpool,0.4,1.7,18.0,Everton
38,2022-05-01,Home,W,1,0,Chelsea,0.8,0.8,23.0,Everton
39,2022-05-08,Away,W,2,1,Leicester City,1.1,1.5,34.0,Everton
40,2022-05-11,Away,D,0,0,Watford,0.7,0.3,52.0,Everton
41,2022-05-15,Home,L,2,3,Brentford,2.1,1.4,28.0,Everton
42,2022-05-19,Home,W,3,2,Crystal Palace,0.8,1.1,43.0,Everton
43,2022-05-22,Away,L,1,5,Arsenal,1.1,4.2,27.0,Everton
