,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Away,W,2,1,Burnley,1.0,1.5,63.0,Brighton
1,2021-08-21,Home,W,2,0,Watford,1.3,0.5,56.0,Brighton
3,2021-08-28,Home,L,0,2,Everton,0.7,1.4,65.0,Brighton
4,2021-09-11,Away,W,1,0,Brentford,0.3,0.4,59.0,Brighton
5,2021-09-19,Home,W,2,1,Leicester City,1.7,1.6,37.0,Brighton
7,2021-09-27,Away,D,1,1,Crystal Palace,0.8,1.4,53.0,Brighton
8,2021-10-02,Home,D,0,0,Arsenal,1.1,0.4,58.0,Brighton
9,2021-10-16,Away,D,0,0,Norwich City,0.8,1.2,64.0,Brighton
10,2021-10-23,Home,L,1,4,Manchester City,1.3,3.8,48.0,Brighton
12,2021-10-30,Away,D,2,2,Liverpool,1.0,1.5,42.0,Brighton
13,2021-11-06,Home,D,1,1,Newcastle Utd,1.5,0.3,65.0,Brighton
14,2021-11-20,Away,L,0,2,Aston Villa,0.4,0.7,62.0,Brighton
15,2021-11-27,Home,D,0,0,Leeds United,2.1,0.6,57.0,Brighton
16,2021-12-01,Away,D,1,1,West Ham,1.3,1.3,65.0,Brighton
17,2021-12-04,Away,D,1,1,Southampton,1.6,1.6,56.0,Brighton
18,2021-12-15,Home,L,0,1,Wolves,1.2,1.0,59.0,Brighton
19,2021-12-26,Home,W,2,0,Brentford,0.8,0.7,50.0,Brighton
20,2021-12-29,Away,D,1,1,Chelsea,0.9,0.7,53.0,Brighton
21,2022-01-02,Away,W,3,2,Everton,1.7,1.6,50.0,Brighton
23,2022-01-14,Home,D,1,1,Crystal Palace,2.0,0.2,63.0,Brighton
24,2022-01-18,Home,D,1,1,Chelsea,0.7,0.7,44.0,Brighton
25,2022-01-23,Away,D,1,1,Leicester City,1.1,1.4,56.0,Brighton
27,2022-02-12,Away,W,2,0,Watford,1.6,0.5,64.0,Brighton
28,2022-02-15,Away,L,0,2,Manchester Utd,0.7,1.7,50.0,Brighton
29,2022-02-19,Home,L,0,3,Burnley,0.6,0.7,68.0,Brighton
30,2022-02-26,Home,L,0,2,Aston Villa,0.7,1.0,66.0,Brighton
31,2022-03-05,Away,L,1,2,Newcastle Utd,1.5,1.7,68.0,Brighton
32,2022-03-12,Home,L,0,2,Liverpool,0.5,2.2,52.0,Brighton
33,2022-03-16,Home,L,0,2,Tottenham,0.7,2.2,48.0,Brighton
34,2022-04-02,Home,D,0,0,Norwich City,2.8,0.4,63.0,Brighton
35,2022-04-09,Away,W,2,1,Arsenal,0.6,1.9,36.0,Brighton
36,2022-04-16,Away,W,1,0,Tottenham,0.6,0.5,51.0,Brighton
37,2022-04-20,Away,L,0,3,Manchester City,0.2,1.3,35.0,Brighton
38,2022-04-24,Home,D,2,2,Southampton,1.7,0.9,48.0,Brighton
39,2022-04-30,Away,W,3,0,Wolves,2.6,0.7,51.0,Brighton
40,2022-05-07,Home,W,4,0,Manchester Utd,2.3,0.9,42.0,Brighton
41,2022-05-15,Away,D,1,1,Leeds United,2.2,1.6,50.0,Brighton
42,2022-05-22,Home,W,3,1,West Ham,1.6,0.2,50.0,Brighton
