,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-13,Away,L,0,2,Brentford,1.3,1.2,64.0,Arsenal
1,2021-08-22,Home,L,0,2,Chelsea,0.3,3.1,35.0,Arsenal
3,2021-08-28,Away,L,0,5,Manchester City,0.2,4.4,20.0,Arsenal
4,2021-09-11,Home,W,1,0,Norwich City,2.7,0.7,51.0,Arsenal
5,2021-09-18,Away,W,1,0,Burnley,1.1,1.0,54.0,Arsenal
7,2021-09-26,Home,W,3,1,Tottenham,1.1,1.0,46.0,Arsenal
8,2021-10-02,Away,D,0,0,Brighton,0.4,1.1,42.0,Arsenal
9,2021-10-18,Home,D,2,2,Crystal Palace,1.7,0.7,54.0,Arsenal
10,2021-10-22,Home,W,3,1,Aston Villa,2.7,1.4,53.0,Arsenal
12,2021-10-30,Away,W,2,0,Leicester City,0.7,1.3,36.0,Arsenal
13,2021-11-07,Home,W,1,0,Watford,1.6,0.5,60.0,Arsenal
14,2021-11-20,Away,L,0,4,Liverpool,0.4,4.3,38.0,Arsenal
15,2021-11-27,Home,W,2,0,Newcastle Utd,2.5,0.3,66.0,Arsenal
16,2021-12-02,Away,L,2,3,Manchester Utd,1.4,1.9,56.0,Arsenal
17,2021-12-06,Away,L,1,2,Everton,1.0,0.9,63.0,Arsenal
18,2021-12-11,Home,W,3,0,Southampton,1.8,0.6,61.0,Arsenal
19,2021-12-15,Home,W,2,0,West Ham,2.8,0.4,55.0,Arsenal
20,2021-12-18,Away,W,4,1,Leeds United,3.5,1.6,49.0,Arsenal
22,2021-12-26,Away,W,5,0,Norwich City,2.5,0.1,64.0,Arsenal
23,2022-01-01,Home,L,1,2,Manchester City,0.8,2.0,29.0,Arsenal
27,2022-01-23,Home,D,0,0,Burnley,1.2,0.4,75.0,Arsenal
28,2022-02-10,Away,W,1,0,Wolves,1.8,0.8,42.0,Arsenal
29,2022-02-19,Home,W,2,1,Brentford,1.7,0.6,66.0,Arsenal
30,2022-02-24,Home,W,2,1,Wolves,3.1,1.0,56.0,Arsenal
31,2022-03-06,Away,W,3,2,Watford,1.0,1.0,56.0,Arsenal
32,2022-03-13,Home,W,2,0,Leicester City,2.4,0.4,46.0,Arsenal
33,2022-03-16,Home,L,0,2,Liverpool,0.5,0.8,49.0,Arsenal
34,2022-03-19,Away,W,1,0,Aston Villa,1.3,0.5,53.0,Arsenal
35,2022-04-04,Away,L,0,3,Crystal Palace,0.8,1.5,68.0,Arsenal
36,2022-04-09,Home,L,1,2,Brighton,1.9,0.6,64.0,Arsenal
37,2022-04-16,Away,L,0,1,Southampton,1.7,0.8,75.0,Arsenal
38,2022-04-20,Away,W,4,2,Chelsea,2.0,0.7,33.0,Arsenal
39,2022-04-23,Home,W,3,1,Manchester Utd,2.3,1.8,54.0,Arsenal
40,2022-05-01,Away,W,2,1,West Ham,0.9,0.5,43.0,Arsenal
41,2022-05-08,Home,W,2,1,Leeds United,2.0,0.3,64.0,Arsenal
42,2022-05-12,Away,L,0,3,Tottenham,0.5,2.7,43.0,Arsenal
43,2022-05-16,Away,L,0,2,Newcastle Utd,0.6,1.6,49.0,Arsenal
44,2022-05-22,Home,W,5,1,Everton,4.2,1.1,73.0,Arsenal
