,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2021-08-14,Home,W,3,0,Crystal Palace,0.7,0.2,62.0,Chelsea
2,2021-08-22,Away,W,2,0,Arsenal,3.1,0.3,65.0,Chelsea
3,2021-08-28,Away,D,1,1,Liverpool,0.6,2.5,35.0,Chelsea
4,2021-09-11,Home,W,3,0,Aston Villa,1.3,1.2,57.0,Chelsea
6,2021-09-19,Away,W,3,0,Tottenham,2.1,0.5,53.0,Chelsea
8,2021-09-25,Home,L,0,1,Manchester City,0.2,1.7,41.0,Chelsea
10,2021-10-02,Home,W,3,1,Southampton,3.3,1.3,62.0,Chelsea
11,2021-10-16,Away,W,1,0,Brentford,0.3,1.4,55.0,Chelsea
13,2021-10-23,Home,W,7,0,Norwich City,3.1,0.1,62.0,Chelsea
15,2021-10-30,Away,W,3,0,Newcastle Utd,2.2,0.2,79.0,Chelsea
17,2021-11-06,Home,D,1,1,Burnley,1.8,0.7,70.0,Chelsea
18,2021-11-20,Away,W,3,0,Leicester City,2.0,0.4,61.0,Chelsea
20,2021-11-28,Home,D,1,1,Manchester Utd,2.7,0.9,65.0,Chelsea
21,2021-12-01,Away,W,2,1,Watford,0.9,1.0,49.0,Chelsea
22,2021-12-04,Away,L,2,3,West Ham,1.1,1.8,63.0,Chelsea
24,2021-12-11,Home,W,3,2,Leeds United,2.5,1.4,57.0,Chelsea
25,2021-12-16,Home,D,1,1,Everton,2.9,0.6,80.0,Chelsea
26,2021-12-19,Away,D,0,0,Wolves,0.9,0.2,63.0,Chelsea
28,2021-12-26,Away,W,3,1,Aston Villa,2.6,0.4,58.0,Chelsea
29,2021-12-29,Home,D,1,1,Brighton,0.7,0.9,47.0,Chelsea
30,2022-01-02,Home,D,2,2,Liverpool,1.2,1.3,54.0,Chelsea
34,2022-01-15,Away,L,0,1,Manchester City,0.3,1.0,44.0,Chelsea
35,2022-01-18,Away,D,1,1,Brighton,0.7,0.7,56.0,Chelsea
36,2022-01-23,Home,W,2,0,Tottenham,1.2,0.5,64.0,Chelsea
38,2022-02-19,Away,W,1,0,Crystal Palace,0.9,0.5,58.0,Chelsea
42,2022-03-05,Away,W,4,0,Burnley,2.3,0.7,72.0,Chelsea
43,2022-03-10,Away,W,3,1,Norwich City,1.8,1.0,66.0,Chelsea
44,2022-03-13,Home,W,1,0,Newcastle Utd,1.1,0.3,71.0,Chelsea
47,2022-04-02,Home,L,1,4,Brentford,1.3,1.8,70.0,Chelsea
49,2022-04-09,Away,W,6,0,Southampton,4.2,0.5,70.0,Chelsea
52,2022-04-20,Home,L,2,4,Arsenal,0.7,2.0,67.0,Chelsea
53,2022-04-24,Home,W,1,0,West Ham,3.0,0.5,66.0,Chelsea
54,2022-04-28,Away,D,1,1,Manchester Utd,1.9,0.5,64.0,Chelsea
55,2022-05-01,Away,L,0,1,Everton,0.8,0.8,77.0,Chelsea
56,2022-05-07,Home,D,2,2,Wolves,1.7,2.0,59.0,Chelsea
57,2022-05-11,Away,W,3,0,Leeds United,1.3,0.4,67.0,Chelsea
59,2022-05-19,Home,D,1,1,Leicester City,1.6,0.1,67.0,Chelsea
60,2022-05-22,Home,W,2,1,Watford,2.2,0.6,71.0,Chelsea
