,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Away,L,1,3,Everton,0.8,2.4,52.0,Southampton
1,2021-08-22,Home,D,1,1,Manchester Utd,0.7,1.8,37.0,Southampton
3,2021-08-28,Away,D,2,2,Newcastle Utd,3.6,1.0,63.0,Southampton
4,2021-09-11,Home,D,0,0,West Ham,0.7,0.7,42.0,Southampton
5,2021-09-18,Away,D,0,0,Manchester City,0.4,1.0,36.0,Southampton
7,2021-09-26,Home,L,0,1,Wolves,1.0,1.0,57.0,Southampton
8,2021-10-02,Away,L,1,3,Chelsea,1.3,3.3,38.0,Southampton
9,2021-10-16,Home,W,1,0,Leeds United,1.9,0.2,46.0,Southampton
10,2021-10-23,Home,D,2,2,Burnley,1.6,0.7,61.0,Southampton
12,2021-10-30,Away,W,1,0,Watford,1.8,1.0,60.0,Southampton
13,2021-11-05,Home,W,1,0,Aston Villa,0.6,0.6,56.0,Southampton
14,2021-11-20,Away,L,1,2,Norwich City,1.0,0.5,62.0,Southampton
15,2021-11-27,Away,L,0,4,Liverpool,1.0,2.9,36.0,Southampton
16,2021-12-01,Home,D,2,2,Leicester City,1.5,1.5,45.0,Southampton
17,2021-12-04,Home,D,1,1,Brighton,1.6,1.6,44.0,Southampton
18,2021-12-11,Away,L,0,3,Arsenal,0.6,1.8,39.0,Southampton
19,2021-12-15,Away,D,2,2,Crystal Palace,0.6,1.2,41.0,Southampton
20,2021-12-26,Away,W,3,2,West Ham,1.2,1.6,44.0,Southampton
21,2021-12-28,Home,D,1,1,Tottenham,0.4,2.3,35.0,Southampton
23,2022-01-11,Home,W,4,1,Brentford,1.4,0.5,48.0,Southampton
24,2022-01-15,Away,L,1,3,Wolves,0.8,2.5,57.0,Southampton
25,2022-01-22,Home,D,1,1,Manchester City,0.8,1.8,26.0,Southampton
27,2022-02-09,Away,W,3,2,Tottenham,2.2,1.4,52.0,Southampton
28,2022-02-12,Away,D,1,1,Manchester Utd,0.8,2.1,47.0,Southampton
29,2022-02-19,Home,W,2,0,Everton,2.5,0.3,55.0,Southampton
30,2022-02-25,Home,W,2,0,Norwich City,2.6,0.6,58.0,Southampton
32,2022-03-05,Away,L,0,4,Aston Villa,1.1,2.5,62.0,Southampton
33,2022-03-10,Home,L,1,2,Newcastle Utd,1.1,0.6,67.0,Southampton
34,2022-03-13,Home,L,1,2,Watford,1.4,1.7,63.0,Southampton
36,2022-04-02,Away,D,1,1,Leeds United,1.4,1.2,44.0,Southampton
37,2022-04-09,Home,L,0,6,Chelsea,0.5,4.2,30.0,Southampton
38,2022-04-16,Home,W,1,0,Arsenal,0.8,1.7,25.0,Southampton
39,2022-04-21,Away,L,0,2,Burnley,0.9,1.5,56.0,Southampton
40,2022-04-24,Away,D,2,2,Brighton,0.9,1.7,52.0,Southampton
41,2022-04-30,Home,L,1,2,Crystal Palace,0.6,1.1,38.0,Southampton
42,2022-05-07,Away,L,0,3,Brentford,1.4,2.6,59.0,Southampton
43,2022-05-17,Home,L,1,2,Liverpool,0.1,1.3,30.0,Southampton
44,2022-05-22,Away,L,1,4,Leicester City,1.1,3.4,49.0,Southampton
