,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2021-08-14,Home,L,0,3,Liverpool,1.4,1.6,50.0,Norwich City
1,2021-08-21,Away,L,0,5,Manchester City,0.1,2.6,33.0,Norwich City
3,2021-08-28,Home,L,1,2,Leicester City,1.5,1.5,45.0,Norwich City
4,2021-09-11,Away,L,0,1,Arsenal,0.7,2.7,49.0,Norwich City
5,2021-09-18,Home,L,1,3,Watford,1.0,2.4,49.0,Norwich City
7,2021-09-25,Away,L,0,2,Everton,0.5,1.9,53.0,Norwich City
8,2021-10-02,Away,D,0,0,Burnley,0.6,1.2,44.0,Norwich City
9,2021-10-16,Home,D,0,0,Brighton,1.2,0.8,36.0,Norwich City
10,2021-10-23,Away,L,0,7,Chelsea,0.1,3.1,38.0,Norwich City
11,2021-10-31,Home,L,1,2,Leeds United,0.8,0.7,48.0,Norwich City
12,2021-11-06,Away,W,2,1,Brentford,1.2,2.5,36.0,Norwich City
13,2021-11-20,Home,W,2,1,Southampton,0.5,1.0,38.0,Norwich City
14,2021-11-27,Home,D,0,0,Wolves,1.6,0.3,43.0,Norwich City
15,2021-11-30,Away,D,1,1,Newcastle Utd,1.2,1.1,68.0,Norwich City
16,2021-12-05,Away,L,0,3,Tottenham,1.2,1.6,59.0,Norwich City
17,2021-12-11,Home,L,0,1,Manchester Utd,1.2,2.0,48.0,Norwich City
18,2021-12-14,Home,L,0,2,Aston Villa,0.5,2.0,50.0,Norwich City
19,2021-12-26,Home,L,0,5,Arsenal,0.1,2.5,36.0,Norwich City
20,2021-12-28,Away,L,0,3,Crystal Palace,0.9,1.9,49.0,Norwich City
22,2022-01-12,Away,L,0,2,West Ham,0.3,2.5,38.0,Norwich City
23,2022-01-15,Home,W,2,1,Everton,1.0,0.6,41.0,Norwich City
24,2022-01-21,Away,W,3,0,Watford,1.1,1.2,33.0,Norwich City
26,2022-02-09,Home,D,1,1,Crystal Palace,0.4,1.3,30.0,Norwich City
27,2022-02-12,Home,L,0,4,Manchester City,0.4,4.6,29.0,Norwich City
28,2022-02-19,Away,L,1,3,Liverpool,0.6,3.6,31.0,Norwich City
29,2022-02-25,Away,L,0,2,Southampton,0.6,2.6,42.0,Norwich City
31,2022-03-05,Home,L,1,3,Brentford,1.0,2.0,60.0,Norwich City
32,2022-03-10,Home,L,1,3,Chelsea,1.0,1.8,34.0,Norwich City
33,2022-03-13,Away,L,1,2,Leeds United,1.5,2.5,48.0,Norwich City
34,2022-04-02,Away,D,0,0,Brighton,0.4,2.8,37.0,Norwich City
35,2022-04-10,Home,W,2,0,Burnley,1.7,1.7,45.0,Norwich City
36,2022-04-16,Away,L,2,3,Manchester Utd,1.5,1.9,39.0,Norwich City
37,2022-04-23,Home,L,0,3,Newcastle Utd,0.6,1.9,46.0,Norwich City
38,2022-04-30,Away,L,0,2,Aston Villa,0.5,1.8,55.0,Norwich City
39,2022-05-08,Home,L,0,4,West Ham,0.8,3.0,37.0,Norwich City
40,2022-05-11,Away,L,0,3,Leicester City,1.1,2.0,35.0,Norwich City
41,2022-05-15,Away,D,1,1,Wolves,1.1,0.9,36.0,Norwich City
42,2022-05-22,Home,L,0,5,Tottenham,0.5,3.4,41.0,Norwich City
