,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester United,3,3,0,0,10,0,10,9,3.0,2017-08-26,MUN,2017
2,2,Liverpool,3,2,1,0,8,3,5,7,2.3333333333333335,2017-08-27,LIV,2017
4,3,Huddersfield Town,3,2,1,0,4,0,4,7,2.3333333333333335,2017-08-26,HUD,2017
6,4,Manchester City,3,2,1,0,5,2,3,7,2.3333333333333335,2017-08-26,MCI,2017
8,5,West Bromwich Albion,3,2,1,0,3,1,2,7,2.3333333333333335,2017-08-27,WBA,2017
10,6,Chelsea,3,2,0,1,6,4,2,6,2.0,2017-08-27,CHE,2017
12,7,Watford,3,1,2,0,5,3,2,5,1.6666666666666667,2017-08-26,WAT,2017
14,8,Southampton,3,1,2,0,3,2,1,5,1.6666666666666667,2017-08-26,SOU,2017
16,9,Tottenham Hotspur,3,1,1,1,4,3,1,4,1.3333333333333333,2017-08-27,TOT,2017
18,10,Burnley,3,1,1,1,4,4,0,4,1.3333333333333333,2017-08-27,BUR,2017
20,11,Stoke City,3,1,1,1,2,2,0,4,1.3333333333333333,2017-08-27,STK,2017
22,12,Everton,3,1,1,1,2,3,-1,4,1.3333333333333333,2017-08-27,EVE,2017
24,13,Swansea City,3,1,1,1,2,4,-2,4,1.3333333333333333,2017-08-26,SWA,2017
26,14,Newcastle United,3,1,0,2,3,3,0,3,1.0,2017-08-26,NEW,2017
28,15,Leicester City,3,1,0,2,5,6,-1,3,1.0,2017-08-26,LEI,2017
30,16,Arsenal,3,1,0,2,4,8,-4,3,1.0,2017-08-27,ARS,2017
32,17,Brighton and Hove Albion,3,0,1,2,0,4,-4,1,0.3333333333333333,2017-08-26,BHA,2017
34,18,Bournemouth,3,0,0,3,1,5,-4,0,0.0,2017-08-26,BOU,2017
36,19,Crystal Palace,3,0,0,3,0,6,-6,0,0.0,2017-08-26,CRY,2017
38,20,West Ham United,3,0,0,3,2,10,-8,0,0.0,2017-08-26,WHU,2017
