,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,23,20,2,1,67,17,50,62,2.0,2018-01-14,MCI,2017
2,2,Manchester United,23,15,5,3,48,16,32,50,1.8,2018-01-15,MUN,2017
4,3,Liverpool,23,13,8,2,54,28,26,47,2.6,2018-01-14,LIV,2017
6,4,Chelsea,23,14,5,4,41,16,25,47,1.8,2018-01-13,CHE,2017
8,5,Tottenham Hotspur,23,13,5,5,46,21,25,44,2.6,2018-01-13,TOT,2017
10,6,Arsenal,23,11,6,6,41,30,11,39,1.2,2018-01-14,ARS,2017
12,7,Burnley,23,9,7,7,19,20,-1,34,0.4,2018-01-13,BUR,2017
14,8,Leicester City,23,8,7,8,34,32,2,31,1.0,2018-01-13,LEI,2017
16,9,Everton,23,7,6,10,25,38,-13,27,0.4,2018-01-13,EVE,2017
18,10,Watford,23,7,5,11,33,42,-9,26,0.8,2018-01-13,WAT,2017
20,11,West Ham United,23,6,7,10,29,41,-12,25,1.6,2018-01-13,WHU,2017
22,12,Crystal Palace,23,6,7,10,21,33,-12,25,1.6,2018-01-13,CRY,2017
24,13,Bournemouth,23,6,6,11,24,35,-11,24,1.6,2018-01-14,BOU,2017
26,14,Huddersfield Town,23,6,6,11,19,39,-20,24,0.6,2018-01-13,HUD,2017
28,15,Newcastle United,23,6,5,12,21,31,-10,23,1.6,2018-01-13,NEW,2017
30,16,Brighton and Hove Albion,23,5,8,10,17,29,-12,23,1.0,2018-01-13,BHA,2017
32,17,Southampton,23,4,9,10,23,34,-11,21,0.6,2018-01-13,SOU,2017
34,18,Stoke City,23,5,5,13,23,50,-27,20,0.8,2018-01-15,STK,2017
36,19,West Bromwich Albion,23,3,10,10,18,30,-12,19,1.0,2018-01-13,WBA,2017
38,20,Swansea City,23,4,5,14,14,35,-21,17,1.0,2018-01-13,SWA,2017
