,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,31,27,3,1,88,21,67,84,3.0,2018-03-31,MCI,2017
2,2,Manchester United,31,21,5,5,60,23,37,68,2.4,2018-03-31,MUN,2017
4,3,Liverpool,32,19,9,4,75,35,40,66,2.4,2018-03-31,LIV,2017
6,4,Tottenham Hotspur,31,19,7,5,62,26,36,64,3.0,2018-04-01,TOT,2017
8,5,Chelsea,31,17,5,9,53,30,23,56,1.2,2018-04-01,CHE,2017
10,6,Arsenal,31,15,6,10,58,41,17,51,1.2,2018-04-01,ARS,2017
12,7,Burnley,31,12,10,9,29,27,2,46,2.0,2018-03-31,BUR,2017
14,8,Leicester City,31,11,10,10,47,43,4,43,1.6,2018-03-31,LEI,2017
16,9,Everton,32,11,7,14,38,53,-15,40,1.2,2018-03-31,EVE,2017
18,10,Bournemouth,32,9,10,13,39,51,-12,37,1.2,2018-03-31,BOU,2017
20,11,Watford,32,10,7,15,41,57,-16,37,1.4,2018-03-31,WAT,2017
22,12,Newcastle United,31,9,8,14,31,40,-9,35,2.0,2018-03-31,NEW,2017
24,13,Brighton and Hove Albion,31,8,10,13,28,42,-14,34,1.4,2018-03-31,BHA,2017
26,14,West Ham United,31,8,9,14,39,57,-18,33,1.2,2018-03-31,WHU,2017
28,15,Swansea City,31,8,7,16,25,44,-19,31,1.4,2018-03-31,SWA,2017
30,16,Huddersfield Town,32,8,7,17,25,53,-28,31,0.8,2018-03-31,HUD,2017
32,17,Crystal Palace,32,7,9,16,31,50,-19,30,0.6,2018-03-31,CRY,2017
34,18,Southampton,31,5,13,13,29,47,-18,28,0.4,2018-03-31,SOU,2017
36,19,Stoke City,32,6,9,17,29,61,-32,27,0.4,2018-04-01,STK,2017
38,20,West Bromwich Albion,32,3,11,18,25,51,-26,20,0.0,2018-03-31,WBA,2017
