,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,7,6,1,0,22,2,20,19,3.0,2017-09-30,MCI,2017
2,2,Manchester United,7,6,1,0,21,2,19,19,2.6,2017-09-30,MUN,2017
4,3,Tottenham Hotspur,7,4,2,1,14,5,9,14,2.2,2017-09-30,TOT,2017
6,4,Chelsea,7,4,1,2,12,6,6,13,2.0,2017-09-30,CHE,2017
8,5,Arsenal,7,4,1,2,11,8,3,13,2.0,2017-10-01,ARS,2017
10,6,Burnley,7,3,3,1,7,5,2,12,1.8,2017-10-01,BUR,2017
12,7,Liverpool,7,3,3,1,13,12,1,12,1.6,2017-10-01,LIV,2017
14,8,Watford,7,3,3,1,11,12,-1,12,1.6,2017-09-30,WAT,2017
16,9,Newcastle United,7,3,1,3,7,6,1,10,2.0,2017-10-01,NEW,2017
18,10,West Bromwich Albion,7,2,3,2,6,8,-2,9,0.6,2017-09-30,WBA,2017
20,11,Huddersfield Town,7,2,3,2,5,7,-2,9,0.6,2017-09-30,HUD,2017
22,12,Southampton,7,2,2,3,5,7,-2,8,0.8,2017-09-30,SOU,2017
24,13,Stoke City,7,2,2,3,7,11,-4,8,1.0,2017-09-30,STK,2017
26,14,Brighton and Hove Albion,7,2,1,4,5,9,-4,7,1.4,2017-10-01,BHA,2017
28,15,West Ham United,7,2,1,4,7,13,-6,7,1.4,2017-09-30,WHU,2017
30,16,Everton,7,2,1,4,4,12,-8,7,0.6,2017-10-01,EVE,2017
32,17,Leicester City,7,1,2,4,9,12,-3,5,0.4,2017-09-30,LEI,2017
34,18,Swansea City,7,1,2,4,3,8,-5,5,0.8,2017-09-30,SWA,2017
36,19,Bournemouth,7,1,1,5,4,11,-7,4,0.8,2017-09-30,BOU,2017
38,20,Crystal Palace,7,0,0,7,0,17,-17,0,0.0,2017-09-30,CRY,2017
