,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,25,22,2,1,73,18,55,68,2.0,2018-01-31,MCI,2017
2,2,Manchester United,25,16,5,4,49,18,31,53,2.0,2018-01-31,MUN,2017
4,3,Liverpool,25,14,8,3,57,29,28,50,2.4,2018-01-30,LIV,2017
6,4,Chelsea,25,15,5,5,45,19,26,50,1.6,2018-01-31,CHE,2017
8,5,Tottenham Hotspur,25,14,6,5,49,22,27,48,2.2,2018-01-31,TOT,2017
10,6,Arsenal,25,12,6,7,46,34,12,42,1.0,2018-01-30,ARS,2017
12,7,Burnley,25,9,8,8,20,22,-2,35,0.4,2018-01-31,BUR,2017
14,8,Leicester City,25,9,7,9,37,34,3,34,1.4,2018-01-31,LEI,2017
16,9,Everton,25,8,7,10,28,40,-12,31,0.8,2018-01-31,EVE,2017
18,10,Bournemouth,25,7,7,11,28,36,-8,28,2.2,2018-01-31,BOU,2017
20,11,Watford,25,7,6,12,33,44,-11,27,0.4,2018-01-31,WAT,2017
22,12,West Ham United,25,6,9,10,31,43,-12,27,1.8,2018-01-30,WHU,2017
24,13,Crystal Palace,25,6,8,11,23,38,-15,26,1.6,2018-01-30,CRY,2017
26,14,Newcastle United,25,6,6,13,23,35,-12,24,1.2,2018-01-31,NEW,2017
28,15,Brighton and Hove Albion,25,5,9,11,18,34,-16,24,0.6,2018-01-31,BHA,2017
30,16,Stoke City,25,6,6,13,25,50,-25,24,0.8,2018-01-31,STK,2017
32,17,Huddersfield Town,25,6,6,13,19,44,-25,24,0.2,2018-01-30,HUD,2017
34,18,Southampton,25,4,11,10,25,36,-11,23,0.8,2018-01-31,SOU,2017
36,19,Swansea City,25,6,5,14,18,36,-18,23,2.0,2018-01-30,SWA,2017
38,20,West Bromwich Albion,25,3,11,11,19,34,-15,20,1.0,2018-01-31,WBA,2017
