,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,14,13,1,0,44,9,35,40,3.0,2017-11-29,MCI,2017
2,2,Manchester United,14,10,2,2,32,8,24,32,2.4,2017-11-28,MUN,2017
4,3,Chelsea,14,9,2,3,25,11,14,29,2.6,2017-11-29,CHE,2017
6,4,Arsenal,14,9,1,4,28,16,12,28,2.4,2017-11-29,ARS,2017
8,5,Liverpool,14,7,5,2,28,18,10,26,2.6,2017-11-29,LIV,2017
10,6,Burnley,14,7,4,3,14,11,3,25,2.4,2017-11-29,BUR,2017
12,7,Tottenham Hotspur,14,7,3,4,22,12,10,24,0.8,2017-11-28,TOT,2017
14,8,Watford,14,6,3,5,24,25,-1,21,1.2,2017-11-28,WAT,2017
16,9,Leicester City,14,4,5,5,19,20,-1,17,1.6,2017-11-28,LEI,2017
18,10,Brighton and Hove Albion,14,4,5,5,13,14,-1,17,1.2,2017-11-28,BHA,2017
20,11,Southampton,14,4,4,6,14,17,-3,16,0.8,2017-11-29,SOU,2017
22,12,Newcastle United,14,4,3,7,13,19,-6,15,0.2,2017-11-28,NEW,2017
24,13,Everton,14,4,3,7,17,28,-11,15,1.4,2017-11-29,EVE,2017
26,14,Huddersfield Town,14,4,3,7,9,24,-15,15,0.6,2017-11-29,HUD,2017
28,15,Bournemouth,14,4,2,8,12,16,-4,14,1.4,2017-11-29,BOU,2017
30,16,Stoke City,14,3,4,7,16,29,-13,13,1.0,2017-11-29,STK,2017
32,17,West Bromwich Albion,14,2,6,6,12,21,-9,12,0.4,2017-11-28,WBA,2017
34,18,West Ham United,14,2,4,8,12,30,-18,10,0.4,2017-11-29,WHU,2017
36,19,Swansea City,14,2,3,9,7,16,-9,9,0.2,2017-11-29,SWA,2017
38,20,Crystal Palace,14,2,3,9,8,25,-17,9,1.2,2017-11-28,CRY,2017
