,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,20,19,1,0,61,12,49,58,3.0,2017-12-27,MCI,2017
2,2,Manchester United,20,13,4,3,43,16,27,43,1.6,2017-12-26,MUN,2017
4,3,Chelsea,20,13,3,4,34,14,20,42,2.0,2017-12-26,CHE,2017
6,4,Liverpool,20,10,8,2,46,23,23,38,1.8,2017-12-26,LIV,2017
8,5,Tottenham Hotspur,20,11,4,5,39,20,19,37,2.4,2017-12-26,TOT,2017
10,6,Arsenal,20,11,4,5,37,25,12,37,1.8,2017-12-28,ARS,2017
12,7,Burnley,20,9,6,5,18,17,1,33,1.6,2017-12-26,BUR,2017
14,8,Leicester City,20,7,6,7,30,30,0,27,1.4,2017-12-26,LEI,2017
16,9,Everton,20,7,6,7,24,30,-6,27,1.8,2017-12-26,EVE,2017
18,10,Watford,20,7,4,9,29,35,-6,25,0.6,2017-12-26,WAT,2017
20,11,Huddersfield Town,20,6,5,9,18,32,-14,23,1.6,2017-12-26,HUD,2017
22,12,Brighton and Hove Albion,20,5,6,9,15,25,-10,21,0.8,2017-12-26,BHA,2017
24,13,Stoke City,20,5,5,10,23,41,-18,20,0.8,2017-12-26,STK,2017
26,14,Southampton,20,4,7,9,20,30,-10,19,0.4,2017-12-26,SOU,2017
28,15,Newcastle United,20,5,3,12,19,30,-11,18,0.6,2017-12-27,NEW,2017
30,16,Crystal Palace,20,4,6,10,18,32,-14,18,1.6,2017-12-28,CRY,2017
32,17,West Ham United,20,4,6,10,22,38,-16,18,1.6,2017-12-26,WHU,2017
34,18,Bournemouth,20,4,5,11,18,31,-13,17,0.4,2017-12-26,BOU,2017
36,19,West Bromwich Albion,20,2,9,9,14,27,-13,15,0.4,2017-12-26,WBA,2017
38,20,Swansea City,20,3,4,13,11,31,-20,13,0.8,2017-12-26,SWA,2017
