,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,17,16,1,0,52,11,41,49,3.0,2017-12-13,MCI,2017
2,2,Manchester United,17,12,2,3,37,11,26,38,2.4,2017-12-13,MUN,2017
4,3,Chelsea,17,11,2,4,31,14,17,35,2.0,2017-12-12,CHE,2017
6,4,Tottenham Hotspur,17,9,4,4,30,14,16,31,1.6,2017-12-13,TOT,2017
8,5,Liverpool,17,8,7,2,34,20,14,31,1.8,2017-12-13,LIV,2017
10,6,Burnley,17,9,4,4,16,12,4,31,1.8,2017-12-12,BUR,2017
12,7,Arsenal,17,9,3,5,30,20,10,30,1.6,2017-12-13,ARS,2017
14,8,Leicester City,17,7,5,5,27,23,4,26,2.6,2017-12-13,LEI,2017
16,9,Watford,17,6,4,7,26,29,-3,22,0.8,2017-12-12,WAT,2017
18,10,Everton,17,6,4,7,21,29,-8,22,2.0,2017-12-13,EVE,2017
20,11,Southampton,17,4,6,7,17,23,-6,18,1.0,2017-12-13,SOU,2017
22,12,Huddersfield Town,17,5,3,9,12,29,-17,18,0.6,2017-12-12,HUD,2017
24,13,Brighton and Hove Albion,17,4,5,8,14,23,-9,17,0.2,2017-12-13,BHA,2017
26,14,Bournemouth,17,4,4,9,15,20,-5,16,0.6,2017-12-13,BOU,2017
28,15,Stoke City,17,4,4,9,19,36,-17,16,0.6,2017-12-12,STK,2017
30,16,Newcastle United,17,4,3,10,16,26,-10,15,0.2,2017-12-13,NEW,2017
32,17,West Bromwich Albion,17,2,8,7,12,22,-10,14,0.8,2017-12-13,WBA,2017
34,18,Crystal Palace,17,3,5,9,12,28,-16,14,1.8,2017-12-12,CRY,2017
36,19,West Ham United,17,3,5,9,14,32,-18,14,1.0,2017-12-13,WHU,2017
38,20,Swansea City,17,3,3,11,9,22,-13,12,0.8,2017-12-13,SWA,2017
