,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-07,Home,L,1,2,Brighton,1.4,1.5,62,Manchester Utd
1,2022-08-13,Away,L,0,4,Brentford,0.9,1.6,66,Manchester Utd
2,2022-08-22,Home,W,2,1,Liverpool,1.8,1.3,30,Manchester Utd
3,2022-08-27,Away,W,1,0,Southampton,1.1,1.4,51,Manchester Utd
4,2022-09-01,Away,W,1,0,Leicester City,1.5,0.7,47,Manchester Utd
5,2022-09-04,Home,W,3,1,Arsenal,1.5,1.3,40,Manchester Utd
8,2022-10-02,Away,L,3,6,Manchester City,1.7,3.2,47,Manchester Utd
10,2022-10-09,Away,W,2,1,Everton,1.4,0.6,60,Manchester Utd
12,2022-10-16,Home,D,0,0,Newcastle Utd,0.8,0.8,63,Manchester Utd
13,2022-10-19,Home,W,2,0,Tottenham,1.5,0.6,52,Manchester Utd
14,2022-10-22,Away,D,1,1,Chelsea,0.8,1.1,52,Manchester Utd
16,2022-10-30,Home,W,1,0,West Ham,1.2,1.1,53,Manchester Utd
18,2022-11-06,Away,L,1,3,Aston Villa,0.5,0.6,58,Manchester Utd
20,2022-11-13,Away,W,2,1,Fulham,2.5,1.4,47,Manchester Utd
22,2022-12-27,Home,W,3,0,Nott'ham Forest,2.4,0.7,65,Manchester Utd
23,2022-12-31,Away,W,1,0,Wolves,2.0,0.7,54,Manchester Utd
24,2023-01-03,Home,W,3,0,Bournemouth,2.2,0.6,58,Manchester Utd
27,2023-01-14,Home,W,2,1,Manchester City,1.7,0.6,30,Manchester Utd
28,2023-01-18,Away,D,1,1,Crystal Palace,2.1,0.5,60,Manchester Utd
29,2023-01-22,Away,L,2,3,Arsenal,0.4,3.1,43,Manchester Utd
33,2023-02-04,Home,W,2,1,Crystal Palace,2.0,1.3,52,Manchester Utd
34,2023-02-08,Home,D,2,2,Leeds United,2.0,0.6,66,Manchester Utd
35,2023-02-12,Away,W,2,0,Leeds United,1.1,1.8,66,Manchester Utd
37,2023-02-19,Home,W,3,0,Leicester City,4.4,1.6,57,Manchester Utd
41,2023-03-05,Away,L,0,7,Liverpool,0.8,2.8,41,Manchester Utd
43,2023-03-12,Home,D,0,0,Southampton,0.8,1.0,47,Manchester Utd
46,2023-04-02,Away,L,0,2,Newcastle Utd,0.4,3.7,54,Manchester Utd
47,2023-04-05,Home,W,1,0,Brentford,1.2,0.7,64,Manchester Utd
48,2023-04-08,Home,,,,Everton,,,,Manchester Utd
50,2023-04-16,Away,,,,Nott'ham Forest,,,,Manchester Utd
52,2023-04-22,Home,,,,Chelsea,,,,Manchester Utd
54,2023-04-27,Away,,,,Tottenham,,,,Manchester Utd
55,2023-04-30,Home,,,,Aston Villa,,,,Manchester Utd
56,2023-05-04,Away,,,,Brighton,,,,Manchester Utd
57,2023-05-07,Away,,,,West Ham,,,,Manchester Utd
58,2023-05-13,Home,,,,Wolves,,,,Manchester Utd
59,2023-05-20,Away,,,,Bournemouth,,,,Manchester Utd
60,2023-05-28,Home,,,,Fulham,,,,Manchester Utd
