,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-06,Home,W,2,1,Wolves,0.8,1.3,40,Leeds United
1,2022-08-13,Away,D,2,2,Southampton,1.8,1.2,57,Leeds United
2,2022-08-21,Home,W,3,0,Chelsea,2.1,0.9,39,Leeds United
4,2022-08-27,Away,L,0,1,Brighton,1.8,2.0,56,Leeds United
5,2022-08-30,Home,D,1,1,Everton,1.0,1.0,69,Leeds United
6,2022-09-03,Away,L,2,5,Brentford,1.7,2.3,68,Leeds United
7,2022-10-02,Home,D,0,0,Aston Villa,0.4,2.2,44,Leeds United
8,2022-10-09,Away,L,1,2,Crystal Palace,1.0,1.1,46,Leeds United
9,2022-10-16,Home,L,0,1,Arsenal,1.8,0.5,47,Leeds United
10,2022-10-20,Away,L,0,2,Leicester City,1.3,0.8,54,Leeds United
11,2022-10-23,Home,L,2,3,Fulham,1.6,1.8,57,Leeds United
12,2022-10-29,Away,W,2,1,Liverpool,1.8,1.7,32,Leeds United
13,2022-11-05,Home,W,4,3,Bournemouth,2.2,1.5,60,Leeds United
15,2022-11-12,Away,L,3,4,Tottenham,1.1,1.8,45,Leeds United
16,2022-12-28,Home,L,1,3,Manchester City,0.6,4.3,31,Leeds United
17,2022-12-31,Away,D,0,0,Newcastle Utd,0.4,2.2,40,Leeds United
18,2023-01-04,Home,D,2,2,West Ham,1.6,1.4,62,Leeds United
20,2023-01-13,Away,L,1,2,Aston Villa,2.4,1.2,48,Leeds United
22,2023-01-22,Home,D,0,0,Brentford,0.5,0.4,58,Leeds United
24,2023-02-05,Away,L,0,1,Nott'ham Forest,0.9,0.4,70,Leeds United
25,2023-02-08,Away,D,2,2,Manchester Utd,0.6,2.0,34,Leeds United
26,2023-02-12,Home,L,0,2,Manchester Utd,1.8,1.1,34,Leeds United
27,2023-02-18,Away,L,0,1,Everton,0.5,1.4,49,Leeds United
28,2023-02-25,Home,W,1,0,Southampton,0.9,0.4,61,Leeds United
30,2023-03-04,Away,L,0,1,Chelsea,1.0,1.5,43,Leeds United
31,2023-03-11,Home,D,2,2,Brighton,0.9,2.7,38,Leeds United
32,2023-03-18,Away,W,4,2,Wolves,1.6,2.7,35,Leeds United
33,2023-04-01,Away,L,1,4,Arsenal,0.8,3.8,34,Leeds United
34,2023-04-04,Home,,,,Nott'ham Forest,,,,Leeds United
35,2023-04-09,Home,,,,Crystal Palace,,,,Leeds United
36,2023-04-17,Home,,,,Liverpool,,,,Leeds United
37,2023-04-22,Away,,,,Fulham,,,,Leeds United
38,2023-04-25,Home,,,,Leicester City,,,,Leeds United
39,2023-04-30,Away,,,,Bournemouth,,,,Leeds United
40,2023-05-07,Away,,,,Manchester City,,,,Leeds United
41,2023-05-13,Home,,,,Newcastle Utd,,,,Leeds United
42,2023-05-20,Away,,,,West Ham,,,,Leeds United
43,2023-05-28,Home,,,,Tottenham,,,,Leeds United
