,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-05,Home,L,0,2,Arsenal,1.2,1.0,56,Crystal Palace
1,2022-08-15,Away,D,1,1,Liverpool,1.0,2.0,28,Crystal Palace
2,2022-08-20,Home,W,3,1,Aston Villa,2.6,0.9,51,Crystal Palace
4,2022-08-27,Away,L,2,4,Manchester City,0.1,2.2,26,Crystal Palace
5,2022-08-30,Home,D,1,1,Brentford,1.0,1.4,49,Crystal Palace
6,2022-09-03,Away,D,0,0,Newcastle Utd,1.0,2.8,48,Crystal Palace
7,2022-10-01,Home,L,1,2,Chelsea,0.4,1.1,36,Crystal Palace
8,2022-10-09,Home,W,2,1,Leeds United,1.1,1.0,54,Crystal Palace
9,2022-10-15,Away,D,0,0,Leicester City,0.4,1.0,46,Crystal Palace
10,2022-10-18,Home,W,2,1,Wolves,1.2,0.8,51,Crystal Palace
11,2022-10-22,Away,L,0,3,Everton,0.9,1.4,54,Crystal Palace
12,2022-10-29,Home,W,1,0,Southampton,0.9,1.3,44,Crystal Palace
13,2022-11-06,Away,W,2,1,West Ham,1.0,0.3,58,Crystal Palace
15,2022-11-12,Away,L,0,1,Nott'ham Forest,1.2,1.1,68,Crystal Palace
16,2022-12-26,Home,L,0,3,Fulham,0.4,2.5,36,Crystal Palace
17,2022-12-31,Away,W,2,0,Bournemouth,1.6,0.6,41,Crystal Palace
18,2023-01-04,Home,L,0,4,Tottenham,0.8,1.4,47,Crystal Palace
20,2023-01-15,Away,L,0,1,Chelsea,0.7,1.5,39,Crystal Palace
21,2023-01-18,Home,D,1,1,Manchester Utd,0.5,2.1,40,Crystal Palace
22,2023-01-21,Home,D,0,0,Newcastle Utd,0.3,1.2,40,Crystal Palace
23,2023-02-04,Away,L,1,2,Manchester Utd,1.3,2.0,48,Crystal Palace
24,2023-02-11,Home,D,1,1,Brighton,1.1,2.5,27,Crystal Palace
25,2023-02-18,Away,D,1,1,Brentford,1.1,0.9,41,Crystal Palace
26,2023-02-25,Home,D,0,0,Liverpool,0.7,0.9,37,Crystal Palace
27,2023-03-04,Away,L,0,1,Aston Villa,0.2,1.2,42,Crystal Palace
28,2023-03-11,Home,L,0,1,Manchester City,0.2,2.1,33,Crystal Palace
29,2023-03-15,Away,L,0,1,Brighton,1.1,0.6,43,Crystal Palace
30,2023-03-19,Away,L,1,4,Arsenal,0.8,1.6,38,Crystal Palace
31,2023-04-01,Home,W,2,1,Leicester City,2.3,0.2,52,Crystal Palace
32,2023-04-09,Away,W,5,1,Leeds United,3.0,0.9,52,Crystal Palace
33,2023-04-15,Away,W,2,0,Southampton,0.9,0.8,42,Crystal Palace
34,2023-04-22,Home,D,0,0,Everton,0.5,0.4,56,Crystal Palace
35,2023-04-25,Away,L,0,2,Wolves,0.8,1.4,59,Crystal Palace
36,2023-04-29,Home,,,,West Ham,,,,Crystal Palace
37,2023-05-06,Away,,,,Tottenham,,,,Crystal Palace
38,2023-05-13,Home,,,,Bournemouth,,,,Crystal Palace
39,2023-05-20,Away,,,,Fulham,,,,Crystal Palace
40,2023-05-28,Home,,,,Nott'ham Forest,,,,Crystal Palace
