,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-07,Home,D,2,2,Brentford,0.6,0.8,56,Leicester City
1,2022-08-13,Away,L,2,4,Arsenal,0.5,2.7,50,Leicester City
2,2022-08-20,Home,L,1,2,Southampton,0.3,0.9,62,Leicester City
4,2022-08-27,Away,L,1,2,Chelsea,2.5,1.8,55,Leicester City
5,2022-09-01,Home,L,0,1,Manchester Utd,0.7,1.5,53,Leicester City
6,2022-09-04,Away,L,2,5,Brighton,1.4,2.6,47,Leicester City
7,2022-09-17,Away,L,2,6,Tottenham,1.8,2.2,56,Leicester City
8,2022-10-03,Home,W,4,0,Nott'ham Forest,1.3,1.1,51,Leicester City
9,2022-10-08,Away,L,1,2,Bournemouth,1.0,1.1,55,Leicester City
10,2022-10-15,Home,D,0,0,Crystal Palace,1.0,0.4,54,Leicester City
11,2022-10-20,Home,W,2,0,Leeds United,0.8,1.3,46,Leicester City
12,2022-10-23,Away,W,4,0,Wolves,0.9,2.1,40,Leicester City
13,2022-10-29,Home,L,0,1,Manchester City,0.7,1.0,36,Leicester City
14,2022-11-05,Away,W,2,0,Everton,2.3,1.2,51,Leicester City
16,2022-11-12,Away,W,2,0,West Ham,1.8,1.4,46,Leicester City
18,2022-12-26,Home,L,0,3,Newcastle Utd,0.5,1.9,60,Leicester City
19,2022-12-30,Away,L,1,2,Liverpool,1.0,2.2,43,Leicester City
20,2023-01-03,Home,L,0,1,Fulham,1.7,1.7,61,Leicester City
23,2023-01-14,Away,L,0,2,Nott'ham Forest,1.0,2.4,61,Leicester City
24,2023-01-21,Home,D,2,2,Brighton,0.9,1.7,37,Leicester City
26,2023-02-04,Away,W,4,2,Aston Villa,2.6,1.7,38,Leicester City
27,2023-02-11,Home,W,4,1,Tottenham,1.7,1.3,49,Leicester City
28,2023-02-19,Away,L,0,3,Manchester Utd,1.6,4.4,43,Leicester City
29,2023-02-25,Home,L,0,1,Arsenal,0.0,0.7,35,Leicester City
31,2023-03-04,Away,L,0,1,Southampton,1.9,1.4,65,Leicester City
32,2023-03-11,Home,L,1,3,Chelsea,2.4,1.6,48,Leicester City
33,2023-03-18,Away,D,1,1,Brentford,1.3,0.6,47,Leicester City
34,2023-04-01,Away,L,1,2,Crystal Palace,0.2,2.3,48,Leicester City
35,2023-04-04,Home,L,1,2,Aston Villa,0.5,1.0,36,Leicester City
36,2023-04-08,Home,,,,Bournemouth,,,,Leicester City
37,2023-04-15,Away,,,,Manchester City,,,,Leicester City
38,2023-04-22,Home,,,,Wolves,,,,Leicester City
39,2023-04-25,Away,,,,Leeds United,,,,Leicester City
40,2023-05-01,Home,,,,Everton,,,,Leicester City
41,2023-05-08,Away,,,,Fulham,,,,Leicester City
42,2023-05-13,Home,,,,Liverpool,,,,Leicester City
43,2023-05-20,Away,,,,Newcastle Utd,,,,Leicester City
44,2023-05-28,Home,,,,West Ham,,,,Leicester City
