,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-06,Home,D,2,2,Liverpool,1.2,1.2,33,Fulham
1,2022-08-13,Away,D,0,0,Wolves,1.5,0.9,41,Fulham
2,2022-08-20,Home,W,3,2,Brentford,2.4,1.8,43,Fulham
4,2022-08-27,Away,L,1,2,Arsenal,0.8,2.6,29,Fulham
5,2022-08-30,Home,W,2,1,Brighton,0.7,1.4,39,Fulham
6,2022-09-03,Away,L,1,2,Tottenham,0.7,2.9,48,Fulham
7,2022-09-16,Away,W,3,2,Nott'ham Forest,0.9,1.4,59,Fulham
8,2022-10-01,Home,L,1,4,Newcastle Utd,0.5,3.3,33,Fulham
9,2022-10-09,Away,L,1,3,West Ham,0.7,2.4,50,Fulham
10,2022-10-15,Home,D,2,2,Bournemouth,2.1,1.0,69,Fulham
11,2022-10-20,Home,W,3,0,Aston Villa,2.1,1.2,60,Fulham
12,2022-10-23,Away,W,3,2,Leeds United,1.8,1.6,43,Fulham
13,2022-10-29,Home,D,0,0,Everton,1.9,0.9,56,Fulham
14,2022-11-05,Away,L,1,2,Manchester City,1.0,2.1,30,Fulham
15,2022-11-13,Home,L,1,2,Manchester Utd,1.4,2.5,53,Fulham
16,2022-12-26,Away,W,3,0,Crystal Palace,2.5,0.4,64,Fulham
17,2022-12-31,Home,W,2,1,Southampton,1.5,0.8,62,Fulham
18,2023-01-03,Away,W,1,0,Leicester City,1.7,1.7,39,Fulham
20,2023-01-12,Home,W,2,1,Chelsea,1.0,2.1,48,Fulham
21,2023-01-15,Away,L,0,1,Newcastle Utd,1.1,2.2,38,Fulham
22,2023-01-23,Home,L,0,1,Tottenham,1.0,0.9,54,Fulham
24,2023-02-03,Away,D,0,0,Chelsea,0.6,1.3,34,Fulham
26,2023-02-11,Home,W,2,0,Nott'ham Forest,1.5,0.7,50,Fulham
27,2023-02-18,Away,W,1,0,Brighton,0.3,2.2,35,Fulham
28,2023-02-24,Home,D,1,1,Wolves,0.5,0.8,51,Fulham
30,2023-03-06,Away,L,2,3,Brentford,1.4,2.2,63,Fulham
31,2023-03-12,Home,L,0,3,Arsenal,0.8,2.3,45,Fulham
33,2023-04-01,Away,L,1,2,Bournemouth,0.8,2.6,57,Fulham
34,2023-04-08,Home,L,0,1,West Ham,0.7,1.1,76,Fulham
35,2023-04-15,Away,W,3,1,Everton,1.8,1.4,54,Fulham
36,2023-04-22,Home,W,2,1,Leeds United,1.7,0.8,50,Fulham
37,2023-04-25,Away,L,0,1,Aston Villa,0.1,1.0,49,Fulham
38,2023-04-30,Home,,,,Manchester City,,,,Fulham
39,2023-05-03,Away,,,,Liverpool,,,,Fulham
40,2023-05-08,Home,,,,Leicester City,,,,Fulham
41,2023-05-13,Away,,,,Southampton,,,,Fulham
42,2023-05-20,Home,,,,Crystal Palace,,,,Fulham
43,2023-05-28,Away,,,,Manchester Utd,,,,Fulham
