,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-06,Away,L,0,2,Bournemouth,0.7,0.6,65,Aston Villa
1,2022-08-13,Home,W,2,1,Everton,2.3,1.6,57,Aston Villa
2,2022-08-20,Away,L,1,3,Crystal Palace,0.9,2.6,49,Aston Villa
4,2022-08-28,Home,L,0,1,West Ham,0.5,0.6,58,Aston Villa
5,2022-08-31,Away,L,1,2,Arsenal,0.4,2.4,41,Aston Villa
6,2022-09-03,Home,D,1,1,Manchester City,0.3,2.1,29,Aston Villa
7,2022-09-16,Home,W,1,0,Southampton,1.5,0.3,53,Aston Villa
8,2022-10-02,Away,D,0,0,Leeds United,2.2,0.4,56,Aston Villa
9,2022-10-10,Away,D,1,1,Nott'ham Forest,0.7,0.3,60,Aston Villa
10,2022-10-16,Home,L,0,2,Chelsea,1.8,0.9,42,Aston Villa
11,2022-10-20,Away,L,0,3,Fulham,1.2,2.1,40,Aston Villa
12,2022-10-23,Home,W,4,0,Brentford,2.8,0.9,45,Aston Villa
13,2022-10-29,Away,L,0,4,Newcastle Utd,0.4,3.4,41,Aston Villa
14,2022-11-06,Home,W,3,1,Manchester Utd,0.6,0.5,42,Aston Villa
16,2022-11-13,Away,W,2,1,Brighton,1.5,0.6,35,Aston Villa
17,2022-12-26,Home,L,1,3,Liverpool,1.4,2.7,48,Aston Villa
18,2023-01-01,Away,W,2,0,Tottenham,1.0,0.7,41,Aston Villa
19,2023-01-04,Home,D,1,1,Wolves,1.8,0.9,56,Aston Villa
21,2023-01-13,Home,W,2,1,Leeds United,1.2,2.4,52,Aston Villa
22,2023-01-21,Away,W,1,0,Southampton,1.4,0.6,63,Aston Villa
23,2023-02-04,Home,L,2,4,Leicester City,1.7,2.6,62,Aston Villa
24,2023-02-12,Away,L,1,3,Manchester City,0.3,3.3,33,Aston Villa
25,2023-02-18,Home,L,2,4,Arsenal,0.5,3.2,33,Aston Villa
26,2023-02-25,Away,W,2,0,Everton,1.9,1.6,53,Aston Villa
27,2023-03-04,Home,W,1,0,Crystal Palace,1.2,0.2,58,Aston Villa
28,2023-03-12,Away,D,1,1,West Ham,1.5,2.1,59,Aston Villa
29,2023-03-18,Home,W,3,0,Bournemouth,3.5,1.3,56,Aston Villa
30,2023-04-01,Away,W,2,0,Chelsea,0.8,2.0,31,Aston Villa
31,2023-04-04,Away,,,,Leicester City,,,,Aston Villa
32,2023-04-08,Home,,,,Nott'ham Forest,,,,Aston Villa
33,2023-04-15,Home,,,,Newcastle Utd,,,,Aston Villa
34,2023-04-22,Away,,,,Brentford,,,,Aston Villa
35,2023-04-25,Home,,,,Fulham,,,,Aston Villa
36,2023-04-30,Away,,,,Manchester Utd,,,,Aston Villa
37,2023-05-06,Away,,,,Wolves,,,,Aston Villa
38,2023-05-13,Home,,,,Tottenham,,,,Aston Villa
39,2023-05-20,Away,,,,Liverpool,,,,Aston Villa
40,2023-05-28,Home,,,,Brighton,,,,Aston Villa
