,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-06,Away,W,1,0,Everton,1.5,0.7,62,Chelsea
1,2022-08-14,Home,D,2,2,Tottenham,1.6,1.0,63,Chelsea
2,2022-08-21,Away,L,0,3,Leeds United,0.9,2.1,61,Chelsea
3,2022-08-27,Home,W,2,1,Leicester City,1.8,2.5,45,Chelsea
4,2022-08-30,Away,L,1,2,Southampton,1.1,1.1,67,Chelsea
5,2022-09-03,Home,W,2,1,West Ham,0.9,1.1,67,Chelsea
8,2022-10-01,Away,W,2,1,Crystal Palace,1.1,0.4,64,Chelsea
10,2022-10-08,Home,W,3,0,Wolves,1.9,1.1,57,Chelsea
12,2022-10-16,Away,W,2,0,Aston Villa,0.9,1.8,58,Chelsea
13,2022-10-19,Away,D,0,0,Brentford,0.9,1.3,66,Chelsea
14,2022-10-22,Home,D,1,1,Manchester Utd,1.1,0.8,48,Chelsea
16,2022-10-29,Away,L,1,4,Brighton,1.4,2.4,59,Chelsea
18,2022-11-06,Home,L,0,1,Arsenal,0.3,2.1,45,Chelsea
20,2022-11-12,Away,L,0,1,Newcastle Utd,0.3,1.0,51,Chelsea
21,2022-12-27,Home,W,2,0,Bournemouth,1.8,0.5,60,Chelsea
22,2023-01-01,Away,D,1,1,Nott'ham Forest,0.9,1.4,71,Chelsea
23,2023-01-05,Home,L,0,1,Manchester City,0.4,2.1,48,Chelsea
25,2023-01-12,Away,L,1,2,Fulham,2.1,1.0,52,Chelsea
26,2023-01-15,Home,W,1,0,Crystal Palace,1.5,0.7,61,Chelsea
27,2023-01-21,Away,D,0,0,Liverpool,1.6,1.4,52,Chelsea
28,2023-02-03,Home,D,0,0,Fulham,1.3,0.6,66,Chelsea
29,2023-02-11,Away,D,1,1,West Ham,1.1,1.3,71,Chelsea
31,2023-02-18,Home,L,0,1,Southampton,1.6,0.6,62,Chelsea
32,2023-02-26,Away,L,0,2,Tottenham,0.4,0.8,59,Chelsea
33,2023-03-04,Home,W,1,0,Leeds United,1.5,1.0,57,Chelsea
35,2023-03-11,Away,W,3,1,Leicester City,1.6,2.4,52,Chelsea
36,2023-03-18,Home,D,2,2,Everton,2.3,1.2,68,Chelsea
37,2023-04-01,Home,L,0,2,Aston Villa,2.1,0.9,69,Chelsea
38,2023-04-04,Home,D,0,0,Liverpool,2.2,0.3,49,Chelsea
39,2023-04-08,Away,L,0,1,Wolves,1.1,0.6,62,Chelsea
41,2023-04-15,Home,,,,Brighton,,,,Chelsea
43,2023-04-22,Away,,,,Manchester Utd,,,,Chelsea
44,2023-04-26,Home,,,,Brentford,,,,Chelsea
45,2023-04-29,Away,,,,Arsenal,,,,Chelsea
46,2023-05-06,Away,,,,Bournemouth,,,,Chelsea
47,2023-05-13,Home,,,,Nott'ham Forest,,,,Chelsea
48,2023-05-20,Away,,,,Manchester City,,,,Chelsea
49,2023-05-28,Home,,,,Newcastle Utd,,,,Chelsea
