,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2022-08-06,Home,W,2,0,Nott'ham Forest,1.7,0.3,61,Newcastle Utd
1,2022-08-13,Away,D,0,0,Brighton,0.2,1.5,46,Newcastle Utd
2,2022-08-21,Home,D,3,3,Manchester City,1.8,2.1,31,Newcastle Utd
4,2022-08-28,Away,D,1,1,Wolves,1.7,0.7,63,Newcastle Utd
5,2022-08-31,Away,L,1,2,Liverpool,0.7,1.5,28,Newcastle Utd
6,2022-09-03,Home,D,0,0,Crystal Palace,2.8,1.0,52,Newcastle Utd
7,2022-09-17,Home,D,1,1,Bournemouth,1.9,0.7,72,Newcastle Utd
8,2022-10-01,Away,W,4,1,Fulham,3.3,0.5,67,Newcastle Utd
9,2022-10-08,Home,W,5,1,Brentford,1.5,1.2,54,Newcastle Utd
10,2022-10-16,Away,D,0,0,Manchester Utd,0.8,0.8,37,Newcastle Utd
11,2022-10-19,Home,W,1,0,Everton,1.5,0.2,49,Newcastle Utd
12,2022-10-23,Away,W,2,1,Tottenham,1.2,1.6,47,Newcastle Utd
13,2022-10-29,Home,W,4,0,Aston Villa,3.4,0.4,59,Newcastle Utd
14,2022-11-06,Away,W,4,1,Southampton,0.9,1.7,45,Newcastle Utd
16,2022-11-12,Home,W,1,0,Chelsea,1.0,0.3,49,Newcastle Utd
18,2022-12-26,Away,W,3,0,Leicester City,1.9,0.5,40,Newcastle Utd
19,2022-12-31,Home,D,0,0,Leeds United,2.2,0.4,60,Newcastle Utd
20,2023-01-03,Away,D,0,0,Arsenal,1.0,1.1,34,Newcastle Utd
23,2023-01-15,Home,W,1,0,Fulham,2.2,1.1,62,Newcastle Utd
24,2023-01-21,Away,D,0,0,Crystal Palace,1.2,0.3,60,Newcastle Utd
27,2023-02-04,Home,D,1,1,West Ham,1.0,1.0,62,Newcastle Utd
28,2023-02-11,Away,D,1,1,Bournemouth,1.3,1.5,66,Newcastle Utd
29,2023-02-18,Home,L,0,2,Liverpool,2.0,1.9,38,Newcastle Utd
30,2023-02-25,Home,,,,Brighton,,,,Newcastle Utd
32,2023-03-04,Away,L,0,2,Manchester City,0.4,1.3,44,Newcastle Utd
33,2023-03-12,Home,W,2,1,Wolves,1.8,1.1,43,Newcastle Utd
34,2023-03-17,Away,W,2,1,Nott'ham Forest,2.4,0.4,61,Newcastle Utd
35,2023-04-02,Home,W,2,0,Manchester Utd,3.7,0.4,46,Newcastle Utd
36,2023-04-05,Away,W,5,1,West Ham,3.3,1.0,58,Newcastle Utd
37,2023-04-08,Away,W,2,1,Brentford,1.3,2.6,58,Newcastle Utd
38,2023-04-15,Away,,,,Aston Villa,,,,Newcastle Utd
39,2023-04-23,Home,,,,Tottenham,,,,Newcastle Utd
40,2023-04-27,Away,,,,Everton,,,,Newcastle Utd
41,2023-04-30,Home,,,,Southampton,,,,Newcastle Utd
42,2023-05-07,Home,,,,Arsenal,,,,Newcastle Utd
43,2023-05-13,Away,,,,Leeds United,,,,Newcastle Utd
44,2023-05-20,Home,,,,Leicester City,,,,Newcastle Utd
45,2023-05-28,Away,,,,Chelsea,,,,Newcastle Utd
