,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,33,24,5,4,69,24,45,77,2.4,2021-04-21,MCI,2020
2,2,Manchester United,32,19,9,4,64,35,29,66,3.0,2021-04-18,MUN,2020
4,3,Leicester City,32,18,5,9,58,37,21,59,1.8,2021-04-22,LEI,2020
6,4,Chelsea,32,15,10,7,50,31,19,55,1.6,2021-04-20,CHE,2020
8,5,West Ham United,32,16,7,9,53,42,11,55,1.4,2021-04-17,WHU,2020
10,6,Tottenham Hotspur,33,15,8,10,56,38,18,53,1.6,2021-04-21,TOT,2020
12,7,Liverpool,32,15,8,9,54,38,16,53,2.0,2021-04-19,LIV,2020
14,8,Everton,31,14,7,10,43,40,3,49,0.6,2021-04-16,EVE,2020
16,9,Arsenal,32,13,7,12,44,36,8,46,1.6,2021-04-18,ARS,2020
18,10,Leeds United,32,14,4,14,50,50,0,46,2.2,2021-04-19,LEE,2020
20,11,Aston Villa,31,13,5,13,44,35,9,44,0.8,2021-04-21,AVL,2020
22,12,Wolverhampton Wanderers,32,11,8,13,32,41,-9,41,1.4,2021-04-17,WOL,2020
24,13,Crystal Palace,31,10,8,13,33,52,-19,38,1.0,2021-04-10,CRY,2020
26,14,Southampton,32,10,6,16,40,58,-18,36,0.6,2021-04-21,SOU,2020
28,15,Newcastle United,32,9,8,15,35,53,-18,35,1.6,2021-04-17,NEW,2020
30,16,Brighton and Hove Albion,32,7,13,12,33,38,-5,34,1.6,2021-04-20,BHA,2020
32,17,Burnley,32,8,9,15,26,45,-19,33,0.8,2021-04-18,BUR,2020
34,18,Fulham,33,5,12,16,25,43,-18,27,0.2,2021-04-18,FUL,2020
36,19,West Bromwich Albion,32,5,9,18,28,62,-34,24,1.4,2021-04-22,WBA,2020
38,20,Sheffield United,32,4,2,26,17,56,-39,14,0.0,2021-04-17,SHU,2020
