,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,33,24,5,4,69,24,45,77,2.4,2021-04-21,MCI,2020
2,2,Manchester United,33,19,10,4,64,35,29,67,2.6,2021-04-25,MUN,2020
4,3,Leicester City,33,19,5,9,60,38,22,62,1.8,2021-04-26,LEI,2020
6,4,Chelsea,33,16,10,7,51,31,20,58,1.6,2021-04-24,CHE,2020
8,5,West Ham United,33,16,7,10,53,43,10,55,1.4,2021-04-24,WHU,2020
10,6,Liverpool,33,15,9,9,55,39,16,54,2.2,2021-04-24,LIV,2020
12,7,Tottenham Hotspur,33,15,8,10,56,38,18,53,1.6,2021-04-21,TOT,2020
14,8,Everton,32,15,7,10,44,40,4,52,1.2,2021-04-23,EVE,2020
16,9,Leeds United,33,14,5,14,50,50,0,47,2.2,2021-04-25,LEE,2020
18,10,Arsenal,33,13,7,13,44,37,7,46,1.0,2021-04-23,ARS,2020
20,11,Aston Villa,32,13,6,13,46,37,9,45,0.8,2021-04-25,AVL,2020
22,12,Wolverhampton Wanderers,33,11,8,14,32,45,-13,41,1.2,2021-04-25,WOL,2020
24,13,Crystal Palace,32,10,8,14,34,54,-20,38,0.8,2021-04-26,CRY,2020
26,14,Burnley,33,9,9,15,30,45,-15,36,1.2,2021-04-25,BUR,2020
28,15,Southampton,32,10,6,16,40,58,-18,36,0.6,2021-04-21,SOU,2020
30,16,Newcastle United,33,9,9,15,36,54,-18,36,1.6,2021-04-24,NEW,2020
32,17,Brighton and Hove Albion,33,7,13,13,33,39,-6,34,1.0,2021-04-24,BHA,2020
34,18,Fulham,33,5,12,16,25,43,-18,27,0.2,2021-04-18,FUL,2020
36,19,West Bromwich Albion,33,5,10,18,30,64,-34,25,1.4,2021-04-25,WBA,2020
38,20,Sheffield United,33,5,2,26,18,56,-38,17,0.6,2021-04-24,SHU,2020
