,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Everton,5,4,1,0,14,7,7,13,2.6,2020-10-17,EVE,2020
2,2,Aston Villa,4,4,0,0,12,2,10,12,3.0,2020-10-18,AVL,2020
4,3,Liverpool,5,3,1,1,13,13,0,10,2.0,2020-10-17,LIV,2020
6,4,Leicester City,5,3,0,2,12,8,4,9,1.8,2020-10-18,LEI,2020
8,5,Arsenal,5,3,0,2,8,6,2,9,1.8,2020-10-17,ARS,2020
10,6,Wolverhampton Wanderers,5,3,0,2,5,7,-2,9,1.8,2020-10-19,WOL,2020
12,7,Tottenham Hotspur,5,2,2,1,15,8,7,8,1.6,2020-10-18,TOT,2020
14,8,Chelsea,5,2,2,1,13,9,4,8,1.6,2020-10-17,CHE,2020
16,9,West Ham United,5,2,1,2,11,7,4,7,1.4,2020-10-18,WHU,2020
18,10,Leeds United,5,2,1,2,9,9,0,7,1.4,2020-10-19,LEE,2020
20,11,Manchester City,4,2,1,1,7,7,0,7,1.75,2020-10-17,MCI,2020
22,12,Southampton,5,2,1,2,8,9,-1,7,1.4,2020-10-17,SOU,2020
24,13,Newcastle United,5,2,1,2,7,9,-2,7,1.4,2020-10-17,NEW,2020
26,14,Crystal Palace,5,2,1,2,6,8,-2,7,1.4,2020-10-18,CRY,2020
28,15,Manchester United,4,2,0,2,9,12,-3,6,1.5,2020-10-17,MUN,2020
30,16,Brighton and Hove Albion,5,1,1,3,9,11,-2,4,0.8,2020-10-18,BHA,2020
32,17,West Bromwich Albion,5,0,2,3,5,13,-8,2,0.4,2020-10-19,WBA,2020
34,18,Burnley,4,0,1,3,3,8,-5,1,0.25,2020-10-19,BUR,2020
36,19,Sheffield United,5,0,1,4,2,7,-5,1,0.2,2020-10-18,SHU,2020
38,20,Fulham,5,0,1,4,4,12,-8,1,0.2,2020-10-18,FUL,2020
