,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,36,26,5,5,76,29,47,83,1.8,2021-05-14,MCI,2020
2,2,Manchester United,36,20,10,6,70,42,28,70,1.4,2021-05-13,MUN,2020
4,3,Leicester City,36,20,6,10,65,44,21,66,2.0,2021-05-11,LEI,2020
6,4,Chelsea,36,18,10,8,55,33,22,64,2.0,2021-05-12,CHE,2020
8,5,Liverpool,36,18,9,9,63,42,21,63,2.2,2021-05-16,LIV,2020
10,6,Tottenham Hotspur,36,17,8,11,63,41,22,59,2.0,2021-05-16,TOT,2020
12,7,West Ham United,36,17,8,11,56,46,10,59,0.8,2021-05-15,WHU,2020
14,8,Everton,36,16,8,12,46,43,3,56,1.4,2021-05-16,EVE,2020
16,9,Arsenal,36,16,7,13,50,38,12,55,2.0,2021-05-12,ARS,2020
18,10,Leeds United,36,16,5,15,57,53,4,53,1.6,2021-05-15,LEE,2020
20,11,Aston Villa,36,14,7,15,51,44,7,49,1.0,2021-05-16,AVL,2020
22,12,Wolverhampton Wanderers,36,12,9,15,35,49,-14,45,1.4,2021-05-16,WOL,2020
24,13,Crystal Palace,36,12,8,16,40,61,-21,44,1.2,2021-05-16,CRY,2020
26,14,Southampton,36,12,7,17,47,63,-16,43,1.4,2021-05-15,SOU,2020
28,15,Burnley,36,10,9,17,33,51,-18,39,1.2,2021-05-15,BUR,2020
30,16,Newcastle United,36,10,9,17,43,62,-19,39,1.4,2021-05-14,NEW,2020
32,17,Brighton and Hove Albion,36,8,14,14,37,42,-5,38,1.0,2021-05-15,BHA,2020
34,18,Fulham,36,5,12,19,26,50,-24,27,0.2,2021-05-15,FUL,2020
36,19,West Bromwich Albion,36,5,11,20,33,70,-37,26,0.4,2021-05-16,WBA,2020
38,20,Sheffield United,36,6,2,28,19,62,-43,20,1.2,2021-05-16,SHU,2020
