,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Arsenal,1,1,0,0,3,0,3,3,3.0,2020-09-12,ARS,2020
2,2,Leicester City,1,1,0,0,3,0,3,3,3.0,2020-09-13,LEI,2020
4,3,Chelsea,1,1,0,0,3,1,2,3,3.0,2020-09-14,CHE,2020
6,4,Newcastle United,1,1,0,0,2,0,2,3,3.0,2020-09-12,NEW,2020
8,5,Wolverhampton Wanderers,1,1,0,0,2,0,2,3,3.0,2020-09-14,WOL,2020
10,6,Liverpool,1,1,0,0,4,3,1,3,3.0,2020-09-12,LIV,2020
12,7,Crystal Palace,1,1,0,0,1,0,1,3,3.0,2020-09-12,CRY,2020
14,8,Everton,1,1,0,0,1,0,1,3,3.0,2020-09-13,EVE,2020
16,9,Leeds United,1,0,0,1,3,4,-1,0,0.0,2020-09-12,LEE,2020
18,10,Southampton,1,0,0,1,0,1,-1,0,0.0,2020-09-12,SOU,2020
20,11,Tottenham Hotspur,1,0,0,1,0,1,-1,0,0.0,2020-09-13,TOT,2020
22,12,Brighton and Hove Albion,1,0,0,1,1,3,-2,0,0.0,2020-09-14,BHA,2020
24,13,Sheffield United,1,0,0,1,0,2,-2,0,0.0,2020-09-14,SHU,2020
26,14,West Ham United,1,0,0,1,0,2,-2,0,0.0,2020-09-12,WHU,2020
28,15,Fulham,1,0,0,1,0,3,-3,0,0.0,2020-09-12,FUL,2020
30,16,West Bromwich Albion,1,0,0,1,0,3,-3,0,0.0,2020-09-13,WBA,2020
