,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,20,13,5,2,37,13,24,44,3.0,2021-01-30,MCI,2020
2,2,Manchester United,21,12,5,4,37,27,10,41,1.6,2021-01-30,MUN,2020
4,3,Liverpool,21,11,7,3,43,24,19,40,1.4,2021-01-31,LIV,2020
6,4,Leicester City,21,12,3,6,37,25,12,39,2.0,2021-01-31,LEI,2020
8,5,West Ham United,21,10,5,6,31,27,4,35,2.4,2021-01-31,WHU,2020
10,6,Tottenham Hotspur,20,9,6,5,34,21,13,33,1.4,2021-01-31,TOT,2020
12,7,Chelsea,21,9,6,6,35,23,12,33,1.4,2021-01-31,CHE,2020
14,8,Everton,19,10,3,6,29,24,5,33,1.4,2021-01-30,EVE,2020
16,9,Aston Villa,19,10,2,7,34,21,13,32,1.2,2021-01-30,AVL,2020
18,10,Arsenal,21,9,4,8,26,20,6,31,2.2,2021-01-30,ARS,2020
20,11,Southampton,20,8,5,7,27,25,2,29,0.8,2021-01-30,SOU,2020
22,12,Leeds United,20,9,2,9,35,36,-1,29,1.8,2021-01-31,LEE,2020
24,13,Crystal Palace,21,7,5,9,25,36,-11,26,1.4,2021-01-30,CRY,2020
26,14,Wolverhampton Wanderers,21,6,5,10,21,30,-9,23,0.4,2021-01-30,WOL,2020
28,15,Newcastle United,21,6,4,11,21,34,-13,22,0.6,2021-01-30,NEW,2020
30,16,Burnley,20,6,4,10,13,26,-13,22,1.2,2021-01-31,BUR,2020
32,17,Brighton and Hove Albion,21,4,9,8,23,29,-6,21,1.6,2021-01-31,BHA,2020
34,18,Fulham,20,2,8,10,17,29,-12,14,0.6,2021-01-30,FUL,2020
36,19,West Bromwich Albion,21,2,6,13,17,50,-33,12,0.8,2021-01-30,WBA,2020
38,20,Sheffield United,21,2,2,17,12,34,-22,8,1.2,2021-01-30,SHU,2020
