,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-10,Home,W,3,1,Aston Villa,2.4,0.7,70.0,Tottenham
1,2019-08-17,Away,D,2,2,Manchester City,0.1,2.9,45.0,Tottenham
2,2019-08-25,Home,L,0,1,Newcastle Utd,1.1,0.8,79.0,Tottenham
3,2019-09-01,Away,D,2,2,Arsenal,2.0,2.4,45.0,Tottenham
4,2019-09-14,Home,W,4,0,Crystal Palace,1.0,0.6,64.0,Tottenham
6,2019-09-21,Away,L,1,2,Leicester City,1.1,1.3,56.0,Tottenham
8,2019-09-28,Home,W,2,1,Southampton,1.0,1.5,42.0,Tottenham
10,2019-10-05,Away,L,0,3,Brighton,0.4,2.4,52.0,Tottenham
11,2019-10-19,Home,D,1,1,Watford,1.0,0.7,69.0,Tottenham
13,2019-10-27,Away,L,1,2,Liverpool,1.2,2.6,33.0,Tottenham
14,2019-11-03,Away,D,1,1,Everton,0.6,1.1,53.0,Tottenham
16,2019-11-09,Home,D,1,1,Sheffield Utd,1.8,0.9,61.0,Tottenham
17,2019-11-23,Away,W,3,2,West Ham,2.1,0.7,52.0,Tottenham
19,2019-11-30,Home,W,3,2,Bournemouth,2.3,1.1,52.0,Tottenham
20,2019-12-04,Away,L,1,2,Manchester Utd,0.9,1.4,53.0,Tottenham
21,2019-12-07,Home,W,5,0,Burnley,2.6,0.9,49.0,Tottenham
23,2019-12-15,Away,W,2,1,Wolves,0.9,0.9,42.0,Tottenham
24,2019-12-22,Home,L,0,2,Chelsea,0.3,1.3,45.0,Tottenham
25,2019-12-26,Home,W,2,1,Brighton,0.8,1.0,54.0,Tottenham
26,2019-12-28,Away,D,2,2,Norwich City,1.9,0.2,58.0,Tottenham
27,2020-01-01,Away,L,0,1,Southampton,0.9,1.3,59.0,Tottenham
29,2020-01-11,Home,L,0,1,Liverpool,1.2,1.2,33.0,Tottenham
31,2020-01-18,Away,D,0,0,Watford,1.9,2.5,58.0,Tottenham
32,2020-01-22,Home,W,2,1,Norwich City,2.1,1.5,51.0,Tottenham
34,2020-02-02,Home,W,2,0,Manchester City,0.3,2.4,33.0,Tottenham
36,2020-02-16,Away,W,3,2,Aston Villa,3.4,1.8,45.0,Tottenham
38,2020-02-22,Away,L,1,2,Chelsea,0.2,1.7,51.0,Tottenham
39,2020-03-01,Home,L,2,3,Wolves,1.7,2.6,65.0,Tottenham
41,2020-03-07,Away,D,1,1,Burnley,1.2,3.0,54.0,Tottenham
43,2020-06-19,Home,D,1,1,Manchester Utd,0.4,1.7,39.0,Tottenham
44,2020-06-23,Home,W,2,0,West Ham,2.3,1.2,64.0,Tottenham
45,2020-07-02,Away,L,1,3,Sheffield Utd,1.1,1.6,67.0,Tottenham
46,2020-07-06,Home,W,1,0,Everton,0.5,0.5,52.0,Tottenham
47,2020-07-09,Away,D,0,0,Bournemouth,0.5,1.4,63.0,Tottenham
48,2020-07-12,Home,W,2,1,Arsenal,2.0,0.6,38.0,Tottenham
49,2020-07-15,Away,W,3,1,Newcastle Utd,1.5,1.1,48.0,Tottenham
50,2020-07-19,Home,W,3,0,Leicester City,0.8,1.7,30.0,Tottenham
51,2020-07-26,Away,D,1,1,Crystal Palace,0.3,0.8,52.0,Tottenham
