,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-11,Away,W,1,0,Newcastle Utd,1.1,0.4,62.0,Arsenal
1,2019-08-17,Home,W,2,1,Burnley,0.8,1.5,67.0,Arsenal
2,2019-08-24,Away,L,1,3,Liverpool,1.0,2.5,48.0,Arsenal
3,2019-09-01,Home,D,2,2,Tottenham,2.4,2.0,55.0,Arsenal
4,2019-09-15,Away,D,2,2,Watford,0.8,2.7,48.0,Arsenal
6,2019-09-22,Home,W,3,2,Aston Villa,2.4,1.5,58.0,Arsenal
8,2019-09-30,Away,D,1,1,Manchester Utd,1.9,0.9,45.0,Arsenal
10,2019-10-06,Home,W,1,0,Bournemouth,1.2,0.6,53.0,Arsenal
11,2019-10-21,Away,L,0,1,Sheffield Utd,1.0,0.9,67.0,Arsenal
13,2019-10-27,Home,D,2,2,Crystal Palace,1.3,1.6,56.0,Arsenal
15,2019-11-02,Home,D,1,1,Wolves,0.9,1.8,57.0,Arsenal
17,2019-11-09,Away,L,0,2,Leicester City,1.0,1.2,49.0,Arsenal
18,2019-11-23,Home,D,2,2,Southampton,1.8,2.4,61.0,Arsenal
20,2019-12-01,Away,D,2,2,Norwich City,1.9,0.8,60.0,Arsenal
21,2019-12-05,Home,L,1,2,Brighton,0.9,1.7,50.0,Arsenal
22,2019-12-09,Away,W,3,1,West Ham,1.4,0.6,64.0,Arsenal
24,2019-12-15,Home,L,0,3,Manchester City,0.5,1.3,43.0,Arsenal
25,2019-12-21,Away,D,0,0,Everton,0.6,0.5,57.0,Arsenal
26,2019-12-26,Away,D,1,1,Bournemouth,1.4,2.0,60.0,Arsenal
27,2019-12-29,Home,L,1,2,Chelsea,0.5,1.4,42.0,Arsenal
28,2020-01-01,Home,W,2,0,Manchester Utd,1.5,0.7,49.0,Arsenal
30,2020-01-11,Away,D,1,1,Crystal Palace,1.4,0.6,57.0,Arsenal
31,2020-01-18,Home,D,1,1,Sheffield Utd,1.4,0.8,61.0,Arsenal
32,2020-01-21,Away,D,2,2,Chelsea,0.4,2.9,42.0,Arsenal
34,2020-02-02,Away,D,0,0,Burnley,1.2,1.9,56.0,Arsenal
35,2020-02-16,Home,W,4,0,Newcastle Utd,2.6,0.9,68.0,Arsenal
37,2020-02-23,Home,W,3,2,Everton,1.3,2.7,51.0,Arsenal
40,2020-03-07,Home,W,1,0,West Ham,1.2,1.5,68.0,Arsenal
41,2020-06-17,Away,L,0,3,Manchester City,0.3,2.6,33.0,Arsenal
42,2020-06-20,Away,L,1,2,Brighton,0.8,1.0,59.0,Arsenal
43,2020-06-25,Away,W,2,0,Southampton,1.9,0.9,47.0,Arsenal
45,2020-07-01,Home,W,4,0,Norwich City,1.5,0.3,51.0,Arsenal
46,2020-07-04,Away,W,2,0,Wolves,1.3,1.2,47.0,Arsenal
47,2020-07-07,Home,D,1,1,Leicester City,1.1,0.9,39.0,Arsenal
48,2020-07-12,Away,L,1,2,Tottenham,0.6,2.0,62.0,Arsenal
49,2020-07-15,Home,W,2,1,Liverpool,0.8,2.1,32.0,Arsenal
51,2020-07-21,Away,L,0,1,Aston Villa,0.6,0.6,69.0,Arsenal
52,2020-07-26,Home,W,3,2,Watford,2.3,3.7,50.0,Arsenal
