,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
3,2019-08-11,Away,D,0,0,Leicester City,0.7,0.7,31.0,Wolves
5,2019-08-19,Home,D,1,1,Manchester Utd,0.3,1.2,35.0,Wolves
7,2019-08-25,Home,D,1,1,Burnley,1.5,1.6,65.0,Wolves
9,2019-09-01,Away,L,2,3,Everton,2.0,1.3,42.0,Wolves
10,2019-09-14,Home,L,2,5,Chelsea,1.7,2.7,46.0,Wolves
12,2019-09-22,Away,D,1,1,Crystal Palace,1.5,0.9,49.0,Wolves
14,2019-09-28,Home,W,2,0,Watford,1.4,1.4,39.0,Wolves
16,2019-10-06,Away,W,2,0,Manchester City,1.0,1.4,25.0,Wolves
17,2019-10-19,Home,D,1,1,Southampton,0.9,1.4,57.0,Wolves
19,2019-10-27,Away,D,1,1,Newcastle Utd,2.1,1.0,56.0,Wolves
21,2019-11-02,Away,D,1,1,Arsenal,1.8,0.9,43.0,Wolves
23,2019-11-10,Home,W,2,1,Aston Villa,2.4,0.6,50.0,Wolves
24,2019-11-23,Away,W,2,1,Bournemouth,1.1,0.6,53.0,Wolves
26,2019-12-01,Home,D,1,1,Sheffield Utd,1.3,1.5,59.0,Wolves
27,2019-12-04,Home,W,2,0,West Ham,1.5,0.6,50.0,Wolves
28,2019-12-08,Away,D,2,2,Brighton,1.5,1.2,39.0,Wolves
30,2019-12-15,Home,L,1,2,Tottenham,0.9,0.9,58.0,Wolves
31,2019-12-21,Away,W,2,1,Norwich City,1.4,1.3,50.0,Wolves
32,2019-12-27,Home,W,3,2,Manchester City,2.6,1.5,62.0,Wolves
33,2019-12-29,Away,L,0,1,Liverpool,0.5,1.2,38.0,Wolves
34,2020-01-01,Away,L,1,2,Watford,1.2,1.1,63.0,Wolves
36,2020-01-11,Home,D,1,1,Newcastle Utd,1.6,0.2,65.0,Wolves
38,2020-01-18,Away,W,3,2,Southampton,2.4,0.7,47.0,Wolves
39,2020-01-23,Home,L,1,2,Liverpool,1.8,1.1,47.0,Wolves
40,2020-02-01,Away,D,0,0,Manchester Utd,1.3,1.0,36.0,Wolves
41,2020-02-14,Home,D,0,0,Leicester City,1.0,0.7,42.0,Wolves
43,2020-02-23,Home,W,3,0,Norwich City,2.9,0.4,40.0,Wolves
45,2020-03-01,Away,W,3,2,Tottenham,2.6,1.7,35.0,Wolves
46,2020-03-07,Home,D,0,0,Brighton,0.8,0.3,43.0,Wolves
48,2020-06-20,Away,W,2,0,West Ham,1.0,0.5,58.0,Wolves
49,2020-06-24,Home,W,1,0,Bournemouth,1.7,0.1,54.0,Wolves
50,2020-06-27,Away,W,1,0,Aston Villa,0.7,0.6,52.0,Wolves
51,2020-07-04,Home,L,0,2,Arsenal,1.2,1.3,53.0,Wolves
52,2020-07-08,Away,L,0,1,Sheffield Utd,0.4,0.5,56.0,Wolves
53,2020-07-12,Home,W,3,0,Everton,2.6,0.3,55.0,Wolves
54,2020-07-15,Away,D,1,1,Burnley,1.2,1.9,53.0,Wolves
55,2020-07-20,Home,W,2,0,Crystal Palace,1.5,0.4,53.0,Wolves
56,2020-07-26,Away,L,0,2,Chelsea,0.2,1.4,38.0,Wolves
