,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-11,Home,L,0,1,Arsenal,0.4,1.1,38.0,Newcastle Utd
1,2019-08-17,Away,L,1,3,Norwich City,0.9,1.7,37.0,Newcastle Utd
2,2019-08-25,Away,W,1,0,Tottenham,0.8,1.1,21.0,Newcastle Utd
4,2019-08-31,Home,D,1,1,Watford,1.0,1.0,49.0,Newcastle Utd
5,2019-09-14,Away,L,1,3,Liverpool,0.3,3.0,26.0,Newcastle Utd
6,2019-09-21,Home,D,0,0,Brighton,0.9,1.4,29.0,Newcastle Utd
7,2019-09-29,Away,L,0,5,Leicester City,0.1,1.6,32.0,Newcastle Utd
8,2019-10-06,Home,W,1,0,Manchester Utd,0.8,0.9,32.0,Newcastle Utd
9,2019-10-19,Away,L,0,1,Chelsea,0.4,2.0,29.0,Newcastle Utd
10,2019-10-27,Home,D,1,1,Wolves,1.0,2.1,44.0,Newcastle Utd
11,2019-11-02,Away,W,3,2,West Ham,1.5,1.8,30.0,Newcastle Utd
12,2019-11-09,Home,W,2,1,Bournemouth,2.4,1.8,35.0,Newcastle Utd
13,2019-11-25,Away,L,0,2,Aston Villa,0.6,2.3,39.0,Newcastle Utd
14,2019-11-30,Home,D,2,2,Manchester City,0.3,2.4,25.0,Newcastle Utd
15,2019-12-05,Away,W,2,0,Sheffield Utd,0.5,1.1,27.0,Newcastle Utd
16,2019-12-08,Home,W,2,1,Southampton,0.9,1.7,46.0,Newcastle Utd
17,2019-12-14,Away,L,0,1,Burnley,1.0,1.4,52.0,Newcastle Utd
18,2019-12-21,Home,W,1,0,Crystal Palace,0.5,1.3,43.0,Newcastle Utd
19,2019-12-26,Away,L,1,4,Manchester Utd,0.8,1.9,28.0,Newcastle Utd
20,2019-12-28,Home,L,1,2,Everton,1.8,2.9,43.0,Newcastle Utd
21,2020-01-01,Home,L,0,3,Leicester City,0.7,2.6,24.0,Newcastle Utd
23,2020-01-11,Away,D,1,1,Wolves,0.2,1.6,35.0,Newcastle Utd
25,2020-01-18,Home,W,1,0,Chelsea,0.6,2.4,31.0,Newcastle Utd
26,2020-01-21,Away,D,2,2,Everton,1.3,1.8,45.0,Newcastle Utd
28,2020-02-01,Home,D,0,0,Norwich City,1.0,2.2,44.0,Newcastle Utd
30,2020-02-16,Away,L,0,4,Arsenal,0.9,2.6,32.0,Newcastle Utd
31,2020-02-22,Away,L,0,1,Crystal Palace,0.2,1.6,55.0,Newcastle Utd
32,2020-02-29,Home,D,0,0,Burnley,1.1,0.7,54.0,Newcastle Utd
34,2020-03-07,Away,W,1,0,Southampton,2.8,0.6,61.0,Newcastle Utd
35,2020-06-21,Home,W,3,0,Sheffield Utd,2.0,0.6,46.0,Newcastle Utd
36,2020-06-24,Home,D,1,1,Aston Villa,0.9,1.6,52.0,Newcastle Utd
38,2020-07-01,Away,W,4,1,Bournemouth,1.8,1.6,45.0,Newcastle Utd
39,2020-07-05,Home,D,2,2,West Ham,1.4,2.1,57.0,Newcastle Utd
40,2020-07-08,Away,L,0,5,Manchester City,0.3,2.8,27.0,Newcastle Utd
41,2020-07-11,Away,L,1,2,Watford,1.3,3.4,51.0,Newcastle Utd
42,2020-07-15,Home,L,1,3,Tottenham,1.1,1.5,52.0,Newcastle Utd
43,2020-07-20,Away,D,0,0,Brighton,0.9,0.8,39.0,Newcastle Utd
44,2020-07-26,Home,L,1,3,Liverpool,0.1,0.6,26.0,Newcastle Utd
