,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2019-08-09,Home,W,4,1,Norwich City,1.8,0.9,57.0,Liverpool
3,2019-08-17,Away,W,2,1,Southampton,1.3,1.9,63.0,Liverpool
4,2019-08-24,Home,W,3,1,Arsenal,2.5,1.0,52.0,Liverpool
5,2019-08-31,Away,W,3,0,Burnley,1.0,0.9,63.0,Liverpool
6,2019-09-14,Home,W,3,1,Newcastle Utd,3.0,0.3,74.0,Liverpool
8,2019-09-22,Away,W,2,1,Chelsea,0.6,1.3,45.0,Liverpool
10,2019-09-28,Away,W,1,0,Sheffield Utd,1.9,1.3,70.0,Liverpool
12,2019-10-05,Home,W,2,1,Leicester City,3.5,0.1,51.0,Liverpool
13,2019-10-20,Away,D,1,1,Manchester Utd,1.2,0.7,66.0,Liverpool
15,2019-10-27,Home,W,2,1,Tottenham,2.6,1.2,67.0,Liverpool
17,2019-11-02,Away,W,2,1,Aston Villa,2.4,0.4,73.0,Liverpool
19,2019-11-10,Home,W,3,1,Manchester City,1.1,1.3,45.0,Liverpool
20,2019-11-23,Away,W,2,1,Crystal Palace,1.4,1.0,60.0,Liverpool
22,2019-11-30,Home,W,2,1,Brighton,1.3,0.8,44.0,Liverpool
23,2019-12-04,Home,W,5,2,Everton,2.0,1.5,58.0,Liverpool
24,2019-12-07,Away,W,3,0,Bournemouth,2.4,0.1,73.0,Liverpool
26,2019-12-14,Home,W,2,0,Watford,1.4,1.0,68.0,Liverpool
28,2019-12-26,Away,W,4,0,Leicester City,3.2,0.1,59.0,Liverpool
29,2019-12-29,Home,W,1,0,Wolves,1.2,0.5,62.0,Liverpool
30,2020-01-02,Home,W,2,0,Sheffield Utd,2.8,0.6,74.0,Liverpool
32,2020-01-11,Away,W,1,0,Tottenham,1.2,1.2,67.0,Liverpool
33,2020-01-19,Home,W,2,0,Manchester Utd,1.9,1.3,53.0,Liverpool
34,2020-01-23,Away,W,2,1,Wolves,1.1,1.8,53.0,Liverpool
36,2020-01-29,Away,W,2,0,West Ham,2.8,0.7,70.0,Liverpool
37,2020-02-01,Home,W,4,0,Southampton,3.2,0.8,62.0,Liverpool
39,2020-02-15,Away,W,1,0,Norwich City,2.0,0.3,63.0,Liverpool
41,2020-02-24,Home,W,3,2,West Ham,2.4,0.7,69.0,Liverpool
42,2020-02-29,Away,L,0,3,Watford,0.3,2.3,70.0,Liverpool
44,2020-03-07,Home,W,2,1,Bournemouth,1.8,1.4,74.0,Liverpool
46,2020-06-21,Away,D,0,0,Everton,0.7,0.9,69.0,Liverpool
47,2020-06-24,Home,W,4,0,Crystal Palace,2.4,0.1,73.0,Liverpool
48,2020-07-02,Away,L,0,4,Manchester City,1.1,2.4,53.0,Liverpool
49,2020-07-05,Home,W,2,0,Aston Villa,0.7,0.7,70.0,Liverpool
50,2020-07-08,Away,W,3,1,Brighton,2.5,2.4,56.0,Liverpool
51,2020-07-11,Home,D,1,1,Burnley,1.7,0.4,71.0,Liverpool
52,2020-07-15,Away,L,1,2,Arsenal,2.1,0.8,69.0,Liverpool
53,2020-07-22,Home,W,5,3,Chelsea,1.7,2.4,50.0,Liverpool
54,2020-07-26,Away,W,3,1,Newcastle Utd,0.6,0.1,74.0,Liverpool
