,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-10,Home,D,1,1,Sheffield Utd,1.3,1.3,53.0,Bournemouth
1,2019-08-17,Away,W,2,1,Aston Villa,1.6,2.0,37.0,Bournemouth
2,2019-08-25,Home,L,1,3,Manchester City,2.2,3.0,26.0,Bournemouth
4,2019-08-31,Away,L,1,3,Leicester City,0.6,2.0,45.0,Bournemouth
5,2019-09-15,Home,W,3,1,Everton,1.4,1.5,41.0,Bournemouth
6,2019-09-20,Away,W,3,1,Southampton,1.2,2.5,35.0,Bournemouth
8,2019-09-28,Home,D,2,2,West Ham,1.9,1.6,50.0,Bournemouth
9,2019-10-06,Away,L,0,1,Arsenal,0.6,1.2,47.0,Bournemouth
10,2019-10-19,Home,D,0,0,Norwich City,0.7,0.4,48.0,Bournemouth
11,2019-10-26,Away,D,0,0,Watford,1.0,0.8,59.0,Bournemouth
12,2019-11-02,Home,W,1,0,Manchester Utd,1.9,0.8,43.0,Bournemouth
13,2019-11-09,Away,L,1,2,Newcastle Utd,1.8,2.4,65.0,Bournemouth
14,2019-11-23,Home,L,1,2,Wolves,0.6,1.1,47.0,Bournemouth
15,2019-11-30,Away,L,2,3,Tottenham,1.1,2.3,48.0,Bournemouth
16,2019-12-03,Away,L,0,1,Crystal Palace,0.4,0.3,68.0,Bournemouth
17,2019-12-07,Home,L,0,3,Liverpool,0.1,2.4,27.0,Bournemouth
18,2019-12-14,Away,W,1,0,Chelsea,1.0,2.1,34.0,Bournemouth
19,2019-12-21,Home,L,0,1,Burnley,0.1,0.2,63.0,Bournemouth
20,2019-12-26,Home,D,1,1,Arsenal,2.0,1.4,40.0,Bournemouth
21,2019-12-28,Away,L,0,2,Brighton,0.5,0.8,45.0,Bournemouth
22,2020-01-01,Away,L,0,4,West Ham,0.6,2.4,57.0,Bournemouth
24,2020-01-12,Home,L,0,3,Watford,0.4,2.0,57.0,Bournemouth
25,2020-01-18,Away,L,0,1,Norwich City,0.7,1.8,35.0,Bournemouth
26,2020-01-21,Home,W,3,1,Brighton,1.4,1.8,34.0,Bournemouth
28,2020-02-01,Home,W,2,1,Aston Villa,2.2,1.7,40.0,Bournemouth
29,2020-02-09,Away,L,1,2,Sheffield Utd,1.4,1.9,45.0,Bournemouth
30,2020-02-22,Away,L,0,3,Burnley,1.8,3.2,58.0,Bournemouth
31,2020-02-29,Home,D,2,2,Chelsea,1.4,1.9,27.0,Bournemouth
32,2020-03-07,Away,L,1,2,Liverpool,1.4,1.8,26.0,Bournemouth
33,2020-06-20,Home,L,0,2,Crystal Palace,0.5,0.8,58.0,Bournemouth
34,2020-06-24,Away,L,0,1,Wolves,0.1,1.7,46.0,Bournemouth
35,2020-07-01,Home,L,1,4,Newcastle Utd,1.6,1.8,55.0,Bournemouth
36,2020-07-04,Away,L,2,5,Manchester Utd,1.8,2.5,32.0,Bournemouth
37,2020-07-09,Home,D,0,0,Tottenham,1.4,0.5,37.0,Bournemouth
38,2020-07-12,Home,W,4,1,Leicester City,2.5,1.5,44.0,Bournemouth
39,2020-07-15,Away,L,1,2,Manchester City,1.6,0.7,29.0,Bournemouth
40,2020-07-19,Home,L,0,2,Southampton,0.5,2.5,44.0,Bournemouth
41,2020-07-26,Away,W,3,1,Everton,1.5,1.7,31.0,Bournemouth
