,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-10,Home,L,0,5,Manchester City,1.1,3.2,43.0,West Ham
1,2019-08-17,Away,D,1,1,Brighton,0.8,2.0,43.0,West Ham
2,2019-08-24,Away,W,3,1,Watford,3.5,2.3,45.0,West Ham
4,2019-08-31,Home,W,2,0,Norwich City,2.0,1.4,48.0,West Ham
5,2019-09-16,Away,D,0,0,Aston Villa,0.6,1.3,54.0,West Ham
6,2019-09-22,Home,W,2,0,Manchester Utd,0.4,0.9,47.0,West Ham
8,2019-09-28,Away,D,2,2,Bournemouth,1.6,1.9,50.0,West Ham
9,2019-10-05,Home,L,1,2,Crystal Palace,1.4,2.1,52.0,West Ham
10,2019-10-19,Away,L,0,2,Everton,0.8,2.1,49.0,West Ham
11,2019-10-26,Home,D,1,1,Sheffield Utd,2.3,1.0,60.0,West Ham
12,2019-11-02,Home,L,2,3,Newcastle Utd,1.8,1.5,70.0,West Ham
13,2019-11-09,Away,L,0,3,Burnley,0.5,2.1,59.0,West Ham
14,2019-11-23,Home,L,2,3,Tottenham,0.7,2.1,48.0,West Ham
15,2019-11-30,Away,W,1,0,Chelsea,0.9,2.3,34.0,West Ham
16,2019-12-04,Away,L,0,2,Wolves,0.6,1.5,50.0,West Ham
17,2019-12-09,Home,L,1,3,Arsenal,0.6,1.4,36.0,West Ham
18,2019-12-14,Away,W,1,0,Southampton,0.9,0.9,43.0,West Ham
19,2019-12-26,Away,L,1,2,Crystal Palace,0.9,2.7,42.0,West Ham
20,2019-12-28,Home,L,1,2,Leicester City,1.0,2.5,43.0,West Ham
21,2020-01-01,Home,W,4,0,Bournemouth,2.4,0.6,43.0,West Ham
23,2020-01-10,Away,L,0,1,Sheffield Utd,0.7,1.4,53.0,West Ham
24,2020-01-18,Home,D,1,1,Everton,1.3,1.7,50.0,West Ham
25,2020-01-22,Away,L,1,4,Leicester City,1.6,2.8,33.0,West Ham
27,2020-01-29,Home,L,0,2,Liverpool,0.7,2.8,30.0,West Ham
28,2020-02-01,Home,D,3,3,Brighton,0.8,1.9,35.0,West Ham
29,2020-02-19,Away,L,0,2,Manchester City,0.1,2.1,23.0,West Ham
30,2020-02-24,Away,L,2,3,Liverpool,0.7,2.4,31.0,West Ham
31,2020-02-29,Home,W,3,1,Southampton,2.3,0.7,35.0,West Ham
32,2020-03-07,Away,L,0,1,Arsenal,1.5,1.2,32.0,West Ham
33,2020-06-20,Home,L,0,2,Wolves,0.5,1.0,42.0,West Ham
34,2020-06-23,Away,L,0,2,Tottenham,1.2,2.3,36.0,West Ham
35,2020-07-01,Home,W,3,2,Chelsea,2.2,1.6,29.0,West Ham
36,2020-07-05,Away,D,2,2,Newcastle Utd,2.1,1.4,43.0,West Ham
37,2020-07-08,Home,L,0,1,Burnley,1.6,0.9,53.0,West Ham
38,2020-07-11,Away,W,4,0,Norwich City,3.5,0.6,47.0,West Ham
39,2020-07-17,Home,W,3,1,Watford,0.9,1.5,41.0,West Ham
40,2020-07-22,Away,D,1,1,Manchester Utd,1.5,0.6,43.0,West Ham
41,2020-07-26,Home,D,1,1,Aston Villa,0.9,1.0,62.0,West Ham
