,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2019-08-10,Away,W,5,0,West Ham,3.2,1.1,57.0,Manchester City
2,2019-08-17,Home,D,2,2,Tottenham,2.9,0.1,55.0,Manchester City
3,2019-08-25,Away,W,3,1,Bournemouth,3.0,2.2,74.0,Manchester City
4,2019-08-31,Home,W,4,0,Brighton,1.9,0.9,53.0,Manchester City
5,2019-09-14,Away,L,2,3,Norwich City,2.3,1.5,68.0,Manchester City
7,2019-09-21,Home,W,8,0,Watford,5.9,0.4,68.0,Manchester City
9,2019-09-28,Away,W,3,1,Everton,2.8,2.4,63.0,Manchester City
11,2019-10-06,Home,L,0,2,Wolves,1.4,1.0,75.0,Manchester City
12,2019-10-19,Away,W,2,0,Crystal Palace,3.5,0.9,71.0,Manchester City
14,2019-10-26,Home,W,3,0,Aston Villa,2.9,1.0,63.0,Manchester City
16,2019-11-02,Home,W,2,1,Southampton,2.9,0.9,75.0,Manchester City
18,2019-11-10,Away,L,1,3,Liverpool,1.3,1.1,55.0,Manchester City
19,2019-11-23,Home,W,2,1,Chelsea,1.0,0.9,47.0,Manchester City
21,2019-11-30,Away,D,2,2,Newcastle Utd,2.4,0.3,75.0,Manchester City
22,2019-12-03,Away,W,4,1,Burnley,2.2,0.6,75.0,Manchester City
23,2019-12-07,Home,L,1,2,Manchester Utd,2.2,1.4,72.0,Manchester City
25,2019-12-15,Away,W,3,0,Arsenal,1.3,0.5,57.0,Manchester City
27,2019-12-21,Home,W,3,1,Leicester City,3.3,1.1,62.0,Manchester City
28,2019-12-27,Away,L,2,3,Wolves,1.5,2.6,38.0,Manchester City
29,2019-12-29,Home,W,2,0,Sheffield Utd,1.1,1.1,72.0,Manchester City
30,2020-01-01,Home,W,2,1,Everton,1.5,1.0,65.0,Manchester City
33,2020-01-12,Away,W,6,1,Aston Villa,2.8,1.1,70.0,Manchester City
34,2020-01-18,Home,D,2,2,Crystal Palace,2.6,0.4,72.0,Manchester City
35,2020-01-21,Away,W,1,0,Sheffield Utd,2.8,0.8,66.0,Manchester City
38,2020-02-02,Away,L,0,2,Tottenham,2.4,0.3,67.0,Manchester City
39,2020-02-19,Home,W,2,0,West Ham,2.1,0.1,77.0,Manchester City
40,2020-02-22,Away,W,1,0,Leicester City,2.4,0.8,67.0,Manchester City
44,2020-03-08,Away,L,0,2,Manchester Utd,0.6,1.6,72.0,Manchester City
45,2020-06-17,Home,W,3,0,Arsenal,2.6,0.3,67.0,Manchester City
46,2020-06-22,Home,W,5,0,Burnley,2.4,0.0,71.0,Manchester City
47,2020-06-25,Away,L,1,2,Chelsea,0.8,3.2,65.0,Manchester City
49,2020-07-02,Home,W,4,0,Liverpool,2.4,1.1,47.0,Manchester City
50,2020-07-05,Away,L,0,1,Southampton,3.2,0.6,73.0,Manchester City
51,2020-07-08,Home,W,5,0,Newcastle Utd,2.8,0.3,73.0,Manchester City
52,2020-07-11,Away,W,5,0,Brighton,4.4,0.2,70.0,Manchester City
53,2020-07-15,Home,W,2,1,Bournemouth,0.7,1.6,71.0,Manchester City
55,2020-07-21,Away,W,4,0,Watford,3.3,0.1,76.0,Manchester City
56,2020-07-26,Home,W,5,0,Norwich City,3.2,1.0,73.0,Manchester City
