,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-11,Home,D,0,0,Wolves,0.7,0.7,69.0,Leicester City
1,2019-08-18,Away,D,1,1,Chelsea,0.8,1.1,50.0,Leicester City
2,2019-08-24,Away,W,2,1,Sheffield Utd,0.8,0.3,51.0,Leicester City
4,2019-08-31,Home,W,3,1,Bournemouth,2.0,0.6,55.0,Leicester City
5,2019-09-14,Away,L,0,1,Manchester Utd,0.6,1.2,58.0,Leicester City
6,2019-09-21,Home,W,2,1,Tottenham,1.3,1.1,44.0,Leicester City
8,2019-09-29,Home,W,5,0,Newcastle Utd,1.6,0.1,68.0,Leicester City
9,2019-10-05,Away,L,1,2,Liverpool,0.1,3.5,49.0,Leicester City
10,2019-10-19,Home,W,2,1,Burnley,1.0,1.5,63.0,Leicester City
11,2019-10-25,Away,W,9,0,Southampton,4.6,0.3,72.0,Leicester City
13,2019-11-03,Away,W,2,0,Crystal Palace,1.1,0.5,55.0,Leicester City
14,2019-11-09,Home,W,2,0,Arsenal,1.2,1.0,51.0,Leicester City
15,2019-11-23,Away,W,2,0,Brighton,3.6,0.6,47.0,Leicester City
16,2019-12-01,Home,W,2,1,Everton,2.2,1.1,68.0,Leicester City
17,2019-12-04,Home,W,2,0,Watford,2.4,0.2,62.0,Leicester City
18,2019-12-08,Away,W,4,1,Aston Villa,4.6,1.2,59.0,Leicester City
19,2019-12-14,Home,D,1,1,Norwich City,1.1,1.1,57.0,Leicester City
21,2019-12-21,Away,L,1,3,Manchester City,1.1,3.3,38.0,Leicester City
22,2019-12-26,Home,L,0,4,Liverpool,0.1,3.2,41.0,Leicester City
23,2019-12-28,Away,W,2,1,West Ham,2.5,1.0,57.0,Leicester City
24,2020-01-01,Away,W,3,0,Newcastle Utd,2.6,0.7,76.0,Leicester City
27,2020-01-11,Home,L,1,2,Southampton,0.7,2.1,58.0,Leicester City
28,2020-01-19,Away,L,1,2,Burnley,2.5,1.4,55.0,Leicester City
29,2020-01-22,Home,W,4,1,West Ham,2.8,1.6,67.0,Leicester City
32,2020-02-01,Home,D,2,2,Chelsea,1.4,0.6,49.0,Leicester City
33,2020-02-14,Away,D,0,0,Wolves,0.7,1.0,58.0,Leicester City
34,2020-02-22,Home,L,0,1,Manchester City,0.8,2.4,33.0,Leicester City
35,2020-02-28,Away,L,0,1,Norwich City,1.3,0.6,57.0,Leicester City
37,2020-03-09,Home,W,4,0,Aston Villa,2.1,0.5,64.0,Leicester City
38,2020-06-20,Away,D,1,1,Watford,1.0,1.3,67.0,Leicester City
39,2020-06-23,Home,D,0,0,Brighton,0.6,1.1,66.0,Leicester City
41,2020-07-01,Away,L,1,2,Everton,1.8,1.2,65.0,Leicester City
42,2020-07-04,Home,W,3,0,Crystal Palace,2.8,0.8,52.0,Leicester City
43,2020-07-07,Away,D,1,1,Arsenal,0.9,1.1,61.0,Leicester City
44,2020-07-12,Away,L,1,4,Bournemouth,1.5,2.5,56.0,Leicester City
45,2020-07-16,Home,W,2,0,Sheffield Utd,2.6,0.7,54.0,Leicester City
46,2020-07-19,Away,L,0,3,Tottenham,1.7,0.8,70.0,Leicester City
47,2020-07-26,Home,L,0,2,Manchester Utd,0.8,1.3,46.0,Leicester City
