,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-10,Home,W,3,0,Southampton,0.9,1.2,47.0,Burnley
1,2019-08-17,Away,L,1,2,Arsenal,1.5,0.8,33.0,Burnley
2,2019-08-25,Away,D,1,1,Wolves,1.6,1.5,35.0,Burnley
4,2019-08-31,Home,L,0,3,Liverpool,0.9,1.0,37.0,Burnley
5,2019-09-14,Away,D,1,1,Brighton,0.4,1.4,38.0,Burnley
6,2019-09-21,Home,W,2,0,Norwich City,2.0,0.8,42.0,Burnley
7,2019-09-28,Away,D,2,2,Aston Villa,1.5,1.0,40.0,Burnley
8,2019-10-05,Home,W,1,0,Everton,0.6,1.3,42.0,Burnley
9,2019-10-19,Away,L,1,2,Leicester City,1.5,1.0,37.0,Burnley
10,2019-10-26,Home,L,2,4,Chelsea,2.1,0.9,37.0,Burnley
11,2019-11-02,Away,L,0,3,Sheffield Utd,0.8,2.3,55.0,Burnley
12,2019-11-09,Home,W,3,0,West Ham,2.1,0.5,41.0,Burnley
13,2019-11-23,Away,W,3,0,Watford,1.9,1.0,38.0,Burnley
14,2019-11-30,Home,L,0,2,Crystal Palace,1.9,0.7,44.0,Burnley
15,2019-12-03,Home,L,1,4,Manchester City,0.6,2.2,25.0,Burnley
16,2019-12-07,Away,L,0,5,Tottenham,0.9,2.6,51.0,Burnley
17,2019-12-14,Home,W,1,0,Newcastle Utd,1.4,1.0,48.0,Burnley
18,2019-12-21,Away,W,1,0,Bournemouth,0.2,0.1,37.0,Burnley
19,2019-12-26,Away,L,0,1,Everton,0.3,1.4,33.0,Burnley
20,2019-12-28,Home,L,0,2,Manchester Utd,0.5,2.2,39.0,Burnley
21,2020-01-01,Home,L,1,2,Aston Villa,2.2,1.3,62.0,Burnley
23,2020-01-11,Away,L,0,3,Chelsea,0.8,2.7,35.0,Burnley
24,2020-01-19,Home,W,2,1,Leicester City,1.4,2.5,45.0,Burnley
25,2020-01-22,Away,W,2,0,Manchester Utd,0.6,1.4,28.0,Burnley
27,2020-02-02,Home,D,0,0,Arsenal,1.9,1.2,44.0,Burnley
28,2020-02-15,Away,W,2,1,Southampton,0.8,0.8,38.0,Burnley
29,2020-02-22,Home,W,3,0,Bournemouth,3.2,1.8,42.0,Burnley
30,2020-02-29,Away,D,0,0,Newcastle Utd,0.7,1.1,46.0,Burnley
31,2020-03-07,Home,D,1,1,Tottenham,3.0,1.2,46.0,Burnley
32,2020-06-22,Away,L,0,5,Manchester City,0.0,2.4,29.0,Burnley
33,2020-06-25,Home,W,1,0,Watford,0.9,0.7,54.0,Burnley
34,2020-06-29,Away,W,1,0,Crystal Palace,0.4,0.9,41.0,Burnley
35,2020-07-05,Home,D,1,1,Sheffield Utd,1.3,1.1,48.0,Burnley
36,2020-07-08,Away,W,1,0,West Ham,0.9,1.6,47.0,Burnley
37,2020-07-11,Away,D,1,1,Liverpool,0.4,1.7,29.0,Burnley
38,2020-07-15,Home,D,1,1,Wolves,1.9,1.2,47.0,Burnley
39,2020-07-18,Away,W,2,0,Norwich City,1.8,0.3,58.0,Burnley
40,2020-07-26,Home,L,1,2,Brighton,1.7,1.2,55.0,Burnley
