,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2019-08-10,Away,L,0,3,Burnley,1.2,0.9,53.0,Southampton
1,2019-08-17,Home,L,1,2,Liverpool,1.9,1.3,37.0,Southampton
2,2019-08-24,Away,W,2,0,Brighton,1.7,0.8,49.0,Southampton
4,2019-08-31,Home,D,1,1,Manchester Utd,0.9,1.5,41.0,Southampton
5,2019-09-14,Away,W,1,0,Sheffield Utd,1.6,1.8,51.0,Southampton
6,2019-09-20,Home,L,1,3,Bournemouth,2.5,1.2,65.0,Southampton
8,2019-09-28,Away,L,1,2,Tottenham,1.5,1.0,58.0,Southampton
9,2019-10-06,Home,L,1,4,Chelsea,1.4,1.7,43.0,Southampton
10,2019-10-19,Away,D,1,1,Wolves,1.4,0.9,43.0,Southampton
11,2019-10-25,Home,L,0,9,Leicester City,0.3,4.6,28.0,Southampton
13,2019-11-02,Away,L,1,2,Manchester City,0.9,2.9,25.0,Southampton
14,2019-11-09,Home,L,1,2,Everton,0.9,1.8,47.0,Southampton
15,2019-11-23,Away,D,2,2,Arsenal,2.4,1.8,39.0,Southampton
16,2019-11-30,Home,W,2,1,Watford,2.1,0.6,63.0,Southampton
17,2019-12-04,Home,W,2,1,Norwich City,1.7,0.9,40.0,Southampton
18,2019-12-08,Away,L,1,2,Newcastle Utd,1.7,0.9,54.0,Southampton
19,2019-12-14,Home,L,0,1,West Ham,0.9,0.9,57.0,Southampton
20,2019-12-21,Away,W,3,1,Aston Villa,2.8,1.1,44.0,Southampton
21,2019-12-26,Away,W,2,0,Chelsea,1.1,0.7,34.0,Southampton
22,2019-12-28,Home,D,1,1,Crystal Palace,1.4,0.3,59.0,Southampton
23,2020-01-01,Home,W,1,0,Tottenham,1.3,0.9,41.0,Southampton
25,2020-01-11,Away,W,2,1,Leicester City,2.1,0.7,43.0,Southampton
26,2020-01-18,Home,L,2,3,Wolves,0.7,2.4,53.0,Southampton
27,2020-01-21,Away,W,2,0,Crystal Palace,1.1,0.6,55.0,Southampton
29,2020-02-01,Away,L,0,4,Liverpool,0.8,3.2,38.0,Southampton
31,2020-02-15,Home,L,1,2,Burnley,0.8,0.8,62.0,Southampton
32,2020-02-22,Home,W,2,0,Aston Villa,2.6,0.5,46.0,Southampton
33,2020-02-29,Away,L,1,3,West Ham,0.7,2.3,65.0,Southampton
34,2020-03-07,Home,L,0,1,Newcastle Utd,0.6,2.8,39.0,Southampton
35,2020-06-19,Away,W,3,0,Norwich City,1.7,0.6,46.0,Southampton
36,2020-06-25,Home,L,0,2,Arsenal,0.9,1.9,53.0,Southampton
37,2020-06-28,Away,W,3,1,Watford,1.3,0.5,52.0,Southampton
38,2020-07-05,Home,W,1,0,Manchester City,0.6,3.2,27.0,Southampton
39,2020-07-09,Away,D,1,1,Everton,2.4,1.0,61.0,Southampton
40,2020-07-13,Away,D,2,2,Manchester Utd,1.6,1.5,52.0,Southampton
41,2020-07-16,Home,D,1,1,Brighton,2.5,0.7,67.0,Southampton
42,2020-07-19,Away,W,2,0,Bournemouth,2.5,0.5,56.0,Southampton
43,2020-07-26,Home,W,3,1,Sheffield Utd,1.7,1.4,72.0,Southampton
