,team,spi,off,def,date
0,Man City,90.8,3.0,0.4,2018-03-17
1,Man United,78.5,2.3,0.7,2018-03-17
2,Liverpool,88.8,3.0,0.5,2018-03-17
3,Tottenham,87.1,2.7,0.5,2018-03-17
4,Chelsea,80.8,2.4,0.7,2018-03-17
5,Arsenal,80.3,2.7,0.9,2018-03-17
6,Burnley,61.7,1.5,0.8,2018-03-17
7,Leicester,65.7,1.8,0.9,2018-03-17
8,Everton,59.8,1.7,1.1,2018-03-17
9,Watford,58.8,1.7,1.1,2018-03-17
10,Bournemouth,55.9,1.8,1.3,2018-03-17
11,Newcastle,57.1,1.5,1.0,2018-03-17
12,Brighton,54.8,1.4,1.0,2018-03-17
13,Crystal Palace,63.0,1.8,1.0,2018-03-17
14,Swansea City,52.8,1.4,1.1,2018-03-17
15,West Ham,52.8,1.6,1.3,2018-03-17
16,Huddersfield,47.5,1.2,1.1,2018-03-17
17,Southamon,57.4,1.6,1.1,2018-03-17
18,Stoke City,50.9,1.4,1.2,2018-03-17
19,West Brom,50.8,1.3,1.1,2018-03-17
