,team,spi,off,def,date
0,Man City,90.5,3.1,0.5,2017-10-18
1,Man United,86.1,2.5,0.5,2017-10-18
2,Tottenham,83.4,2.4,0.6,2017-10-18
3,Chelsea,82.1,2.5,0.7,2017-10-18
4,Liverpool,81.1,2.5,0.7,2017-10-18
5,Arsenal,78.1,2.5,0.9,2017-10-18
6,Watford,58.2,1.6,1.1,2017-10-18
7,Burnley,59.6,1.5,0.9,2017-10-18
8,Everton,62.2,1.7,1.0,2017-10-18
9,Stoke City,59.7,1.7,1.1,2017-10-18
10,Southamon,61.0,1.6,1.0,2017-10-18
11,Leicester,61.4,1.7,1.0,2017-10-18
12,West Ham,59.2,1.6,1.1,2017-10-18
13,Newcastle,55.9,1.5,1.1,2017-10-18
14,West Brom,54.5,1.4,1.0,2017-10-18
15,Swansea City,55.0,1.4,1.0,2017-10-18
16,Crystal Palace,56.0,1.6,1.1,2017-10-18
17,Bournemouth,54.6,1.5,1.1,2017-10-18
18,Brighton,48.0,1.2,1.1,2017-10-18
19,Huddersfield,45.3,1.1,1.1,2017-10-18
