,team,spi,off,def,date
0,Man City,90.8,3.1,0.5,2017-11-22
1,Chelsea,84.0,2.6,0.6,2017-11-22
2,Man United,83.7,2.4,0.5,2017-11-22
3,Tottenham,83.9,2.4,0.5,2017-11-22
4,Liverpool,82.5,2.6,0.7,2017-11-22
5,Arsenal,79.3,2.5,0.8,2017-11-22
6,Burnley,60.9,1.5,0.9,2017-11-22
7,Watford,59.8,1.7,1.1,2017-11-22
8,Leicester,61.9,1.7,1.0,2017-11-22
9,Stoke City,59.6,1.7,1.1,2017-11-22
10,Everton,59.2,1.7,1.1,2017-11-22
11,Bournemouth,57.0,1.6,1.1,2017-11-22
12,Southamon,59.7,1.5,0.9,2017-11-22
13,Newcastle,54.5,1.5,1.1,2017-11-22
14,Brighton,52.0,1.3,1.0,2017-11-22
15,Huddersfield,46.1,1.2,1.1,2017-11-22
16,West Ham,54.5,1.6,1.2,2017-11-22
17,West Brom,52.9,1.3,1.0,2017-11-22
18,Crystal Palace,57.2,1.6,1.1,2017-11-22
19,Swansea City,52.4,1.4,1.1,2017-11-22
