,team,spi,off,def,date
0,Man City,90.0,3.0,0.5,2018-05-09
1,Man United,78.6,2.2,0.7,2018-05-09
2,Tottenham,83.6,2.5,0.6,2018-05-09
3,Liverpool,87.2,2.9,0.6,2018-05-09
4,Chelsea,80.8,2.4,0.7,2018-05-09
5,Arsenal,80.9,2.8,0.9,2018-05-09
6,Burnley,59.7,1.5,0.9,2018-05-09
7,Everton,61.1,1.7,1.0,2018-05-09
8,Leicester,62.1,1.7,1.0,2018-05-09
9,Crystal Palace,66.0,1.9,1.0,2018-05-09
10,Bournemouth,56.1,1.7,1.3,2018-05-09
11,Newcastle,59.0,1.5,1.0,2018-05-09
12,Watford,57.9,1.6,1.1,2018-05-09
13,West Ham,55.9,1.7,1.2,2018-05-09
14,Brighton,56.0,1.5,1.0,2018-05-09
15,Huddersfield,48.8,1.2,1.0,2018-05-09
16,Southamon,60.4,1.6,1.0,2018-05-09
17,Swansea City,49.2,1.2,1.1,2018-05-09
18,West Brom,56.0,1.5,1.0,2018-05-09
19,Stoke City,52.0,1.4,1.1,2018-05-09
