,team,spi,off,def,date
0,Man United,84.3,2.4,0.5,2017-08-21
1,Man City,84.5,2.6,0.6,2017-08-21
2,Chelsea,82.0,2.5,0.7,2017-08-21
3,Tottenham,80.4,2.3,0.6,2017-08-21
4,Arsenal,78.0,2.5,0.9,2017-08-21
5,Liverpool,76.5,2.3,0.8,2017-08-21
6,Everton,67.6,1.9,0.9,2017-08-21
7,Southamon,64.0,1.7,0.9,2017-08-21
8,Leicester,62.9,1.8,1.0,2017-08-21
9,Stoke City,60.7,1.6,0.9,2017-08-21
10,Burnley,60.8,1.7,1.0,2017-08-21
11,West Brom,57.5,1.5,0.9,2017-08-21
12,Watford,57.5,1.6,1.1,2017-08-21
13,West Ham,59.5,1.8,1.1,2017-08-21
14,Swansea City,54.8,1.5,1.1,2017-08-21
15,Crystal Palace,56.6,1.6,1.1,2017-08-21
16,Bournemouth,55.4,1.6,1.2,2017-08-21
17,Huddersfield,47.0,1.3,1.2,2017-08-21
18,Newcastle,51.2,1.4,1.1,2017-08-21
19,Brighton,45.6,1.2,1.2,2017-08-21
