,team,spi,off,def,date
0,Man City,90.0,2.9,0.5,2018-05-26
1,Man United,77.6,2.1,0.6,2018-05-26
2,Tottenham,82.5,2.5,0.7,2018-05-26
3,Liverpool,87.8,2.9,0.6,2018-05-26
4,Chelsea,78.5,2.3,0.7,2018-05-26
5,Arsenal,80.5,2.8,0.9,2018-05-26
6,Burnley,58.6,1.5,0.9,2018-05-26
7,Everton,60.0,1.7,1.0,2018-05-26
8,Leicester,64.3,1.9,1.0,2018-05-26
9,Newcastle,62.0,1.6,0.9,2018-05-26
10,Crystal Palace,67.2,1.9,0.9,2018-05-26
11,Bournemouth,57.3,1.8,1.2,2018-05-26
12,West Ham,57.1,1.7,1.2,2018-05-26
13,Watford,58.7,1.6,1.0,2018-05-26
14,Brighton,54.4,1.4,1.0,2018-05-26
15,Huddersfield,49.2,1.2,1.0,2018-05-26
16,Southamon,60.3,1.6,0.9,2018-05-26
17,Swansea City,49.2,1.3,1.1,2018-05-26
18,Stoke City,52.0,1.4,1.2,2018-05-26
19,West Brom,54.7,1.4,1.0,2018-05-26
