,team,spi,off,def,date
0,Man City,91.2,3.2,0.5,2017-12-18
1,Chelsea,83.8,2.5,0.6,2017-12-18
2,Man United,80.9,2.4,0.7,2017-12-18
3,Liverpool,85.7,2.8,0.6,2017-12-18
4,Arsenal,83.9,2.7,0.7,2017-12-18
5,Tottenham,82.2,2.4,0.6,2017-12-18
6,Burnley,60.3,1.4,0.8,2017-12-18
7,Leicester,62.3,1.8,1.0,2017-12-18
8,Everton,61.0,1.8,1.1,2017-12-18
9,Watford,58.7,1.8,1.2,2017-12-18
10,Southamon,61.1,1.6,1.0,2017-12-18
11,Crystal Palace,61.6,1.7,1.0,2017-12-18
12,Huddersfield,50.2,1.3,1.1,2017-12-18
13,West Ham,56.2,1.6,1.1,2017-12-18
14,Stoke City,55.2,1.6,1.2,2017-12-18
15,Bournemouth,54.0,1.5,1.1,2017-12-18
16,Brighton,49.8,1.2,1.1,2017-12-18
17,West Brom,54.1,1.3,1.0,2017-12-18
18,Newcastle,51.8,1.4,1.2,2017-12-18
19,Swansea City,50.2,1.3,1.0,2017-12-18
