,team,spi,off,def,date
0,Man City,89.8,3.0,0.5,2017-11-29
1,Man United,82.9,2.4,0.6,2017-11-29
2,Chelsea,83.8,2.6,0.6,2017-11-29
3,Liverpool,83.2,2.6,0.7,2017-11-29
4,Arsenal,81.5,2.5,0.7,2017-11-29
5,Tottenham,82.9,2.4,0.6,2017-11-29
6,Burnley,60.6,1.5,0.9,2017-11-29
7,Watford,62.3,1.8,1.1,2017-11-29
8,Leicester,62.2,1.7,1.0,2017-11-29
9,Southamon,63.2,1.7,0.9,2017-11-29
10,Everton,57.2,1.7,1.2,2017-11-29
11,Stoke City,57.8,1.7,1.1,2017-11-29
12,Bournemouth,56.3,1.5,1.1,2017-11-29
13,Brighton,52.5,1.3,1.0,2017-11-29
14,Newcastle,53.2,1.5,1.1,2017-11-29
15,Crystal Palace,58.1,1.6,1.0,2017-11-29
16,West Brom,53.1,1.4,1.0,2017-11-29
17,Huddersfield,45.0,1.2,1.2,2017-11-29
18,West Ham,52.9,1.5,1.2,2017-11-29
19,Swansea City,52.4,1.3,1.0,2017-11-29
